itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_153,nombril,word,body_parts,understands; produces,nombril,,,
item_154,yeux,word,body_parts,understands; produces,yeux,,,
item_155,oreille,word,body_parts,understands; produces,oreille,,,
item_156,orteil,word,body_parts,understands; produces,orteil,,,
item_157,pied,word,body_parts,understands; produces,pied,,,
item_158,tete,word,body_parts,understands; produces,tête,,,
item_159,visage,word,body_parts,understands; produces,visage,,,
item_160,bain1,word,furniture_rooms,understands; produces,bain,,,
item_161,bassine,word,furniture_rooms,understands; produces,bassinette/berceau,,,
item_162,chaise,word,furniture_rooms,understands; produces,chaise,,,
item_163,chaise_bercante,word,furniture_rooms,understands; produces,chaise berçante,,,
item_164,chaise_haute,word,furniture_rooms,understands; produces,chaise haute,,,
item_165,chambre,word,furniture_rooms,understands; produces,chambre,,,
item_166,cuisine,word,furniture_rooms,understands; produces,cuisine,,,
item_167,divan,word,furniture_rooms,understands; produces,divan,,,
item_168,escalier,word,furniture_rooms,understands; produces,escalier,,,
item_169,evier,word,furniture_rooms,understands; produces,évier/lavabo,,,
item_170,fenetre,word,furniture_rooms,understands; produces,fenêtre,,,
item_171,four,word,furniture_rooms,understands; produces,four,,,
item_172,frigidaire,word,furniture_rooms,understands; produces,frigidaire/frigo,,,
item_173,garage,word,furniture_rooms,understands; produces,garage,,,
item_174,lit,word,furniture_rooms,understands; produces,lit,,,
item_175,parcdenfant,word,furniture_rooms,understands; produces,parc (d’enfant),,,
item_176,poele,word,furniture_rooms,understands; produces,poêle,,,
item_177,porte,word,furniture_rooms,understands; produces,porte,,,
item_178,pot,word,furniture_rooms,understands; produces,pot,,,
item_179,salle_de_bain,word,furniture_rooms,understands; produces,salle de bain/toilette,,,
item_180,salon,word,furniture_rooms,understands; produces,salon,,,
item_181,table,word,furniture_rooms,understands; produces,table,,,
item_182,television,word,furniture_rooms,understands; produces,télévision,,,
item_183,tiroir,word,furniture_rooms,understands; produces,tiroir,,,
item_184,aspirateur,word,household,understands; produces,aspirateur,,,
item_185,assiette,word,household,understands; produces,assiette,,,
item_186,balai,word,household,understands; produces,balai,,,
item_187,boite,word,household,understands; produces,boîte,,,
item_188,bol,word,household,understands; produces,bol,,,
item_189,bouteille,word,household,understands; produces,bouteille,,,
item_190,brosse,word,household,understands; produces,brosse,,,
item_191,brossedents,word,household,understands; produces,brosse à dents,,,
item_192,ciseaux,word,household,understands; produces,ciseaux,,,
item_193,cles,word,household,understands; produces,clés,,,
item_194,couverte,word,household,understands; produces,couverte/couverture,,,
item_195,cuillere,word,household,understands; produces,cuillère,,,
item_196,fourchette,word,household,understands; produces,fourchette,,,
item_197,horloge,word,household,understands; produces,horloge,,,
item_198,image,word,household,understands; produces,image,,,
item_199,lampe,word,household,understands; produces,lampe,,,
item_200,lumiere,word,household,understands; produces,lumière,,,
item_201,lunettes,word,household,understands; produces,lunettes,,,
item_202,marteau,word,household,understands; produces,marteau,,,
item_203,medicament,word,household,understands; produces,médicament,,,
item_204,montre,word,household,understands; produces,montre,,,
item_205,oreiller,word,household,understands; produces,oreiller,,,
item_206,papier,word,household,understands; produces,papier,,,
item_207,peigne,word,household,understands; produces,peigne,,,
item_208,photo,word,household,understands; produces,photo,,,
item_209,plante,word,household,understands; produces,plante,,,
item_210,plat,word,household,understands; produces,plat,,,
item_211,radio,word,household,understands; produces,radio,,,
item_212,sacoche,word,household,understands; produces,sacoche / sac à main,,,
item_213,savon,word,household,understands; produces,savon,,,
item_214,serviette,word,household,understands; produces,serviette,,,
item_215,tasse,word,household,understands; produces,tasse,,,
item_216,telephone,word,household,understands; produces,téléphone,,,
item_217,verre,word,household,understands; produces,verre,,,
item_218,vidanges,word,household,understands; produces,vidanges,,,
item_219,arbre,word,outside_places,understands; produces,arbre,,,
item_220,balancoire,word,outside_places,understands; produces,balançoire,,,
item_221,cheznous,word,outside_places,understands; produces,chez-nous,,,
item_222,ciel,word,outside_places,understands; produces,ciel,,,
item_223,cour,word,outside_places,understands; produces,cour,,,
item_224,dehors,word,outside_places,understands; produces,dehors,,,
item_225,eau2,word,outside_places,understands; produces,eau,,,
item_226,ecole,word,outside_places,understands; produces,école,,,
item_227,etoile,word,outside_places,understands; produces,étoile,,,
item_228,fete,word,outside_places,understands; produces,fête,,,
item_229,fleur,word,outside_places,understands; produces,fleur,,,
item_230,glissoire,word,outside_places,understands; produces,glissoire,,,
item_231,lune,word,outside_places,understands; produces,lune,,,
item_232,magasin,word,outside_places,understands; produces,magasin,,,
item_233,maison,word,outside_places,understands; produces,maison,,,
item_234,neige,word,outside_places,understands; produces,neige,,,
item_235,parc,word,outside_places,understands; produces,parc,,,
item_236,pelle,word,outside_places,understands; produces,pelle,,,
item_237,piscine,word,outside_places,understands; produces,piscine,,,
item_238,pluie,word,outside_places,understands; produces,pluie,,,
item_239,roche,word,outside_places,understands; produces,roche,,,
item_240,soleil,word,outside_places,understands; produces,soleil,,,
item_241,travail,word,outside_places,understands; produces,travail/bureau,,,
item_242,bebe,word,people,understands; produces,bébé,,,
item_243,bonhomme,word,people,understands; produces,bonhomme,,,
item_244,dame_mad,word,people,understands; produces,dame/madame,,,
item_245,enfant,word,people,understands; produces,enfant,,,
item_246,fille,word,people,understands; produces,fille,,,
item_247,frere,word,people,understands; produces,frère,,,
item_248,garcon,word,people,understands; produces,garçon,,,
item_249,gardienne,word,people,understands; produces,gardienne,,,
item_250,gens_mon,word,people,understands; produces,gens/monde,,,
item_251,gmaman,word,people,understands; produces,grand-maman*,,,
item_252,gpapa,word,people,understands; produces,grand-papa*,,,
item_253,maman,word,people,understands; produces,maman*,,,
item_254,monsieur,word,people,understands; produces,monsieur,,,
item_255,nom_du_gardien,word,people,understands; produces,nom du (de la) gardien(ne),,,
item_256,oncle,word,people,understands; produces,oncle/mononcle,,,
item_257,papa,word,people,understands; produces,papa*,,,
item_258,soeur,word,people,understands; produces,soeur,,,
item_259,son_propre_nom,word,people,understands; produces,son propre nom,,,
item_260,tante,word,people,understands; produces,tante/matante,,,
item_261,allo,word,games_routines,understands; produces,allô,,,
item_262,attends,word,games_routines,understands; produces,attends,,,
item_263,bain2,word,games_routines,understands; produces,bain,,,
item_264,bonjour,word,games_routines,understands; produces,bonjour,,,
item_265,bonne_nuit,word,games_routines,understands; produces,bonne nuit,,,
item_266,bravo,word,games_routines,understands; produces,bravo!,,,
item_267,aurevoir,word,games_routines,understands; produces,bye / au revoir,,,
item_268,caca,word,games_routines,understands; produces,caca,,,
item_269,chut,word,games_routines,understands; produces,chut,,,
item_270,coucou,word,games_routines,understands; produces,coucou,,,
item_271,dejeuner,word,games_routines,understands; produces,déjeuner,,,
item_272,diner,word,games_routines,understands; produces,dîner,,,
item_273,dodo,word,games_routines,understands; produces,dodo,,,
item_274,faire_le_tour,word,games_routines,understands; produces,faire le tour de la maison,,,
item_275,menouche,word,games_routines,understands; produces,menouche menouche,,,
item_276,merci,word,games_routines,understands; produces,merci,,,
item_277,non,word,games_routines,understands; produces,non,,,
item_278,ok,word,games_routines,understands; produces,o.k.,,,
item_279,oui,word,games_routines,understands; produces,oui,,,
item_280,pipi,word,games_routines,understands; produces,pipi,,,
item_281,silvous,word,games_routines,understands; produces,s’il-vous-plaît,,,
item_282,souper,word,games_routines,understands; produces,souper,,,
item_283,tape_tape,word,games_routines,understands; produces,tape tape,,,
item_284,je_veux,word,games_routines,understands; produces,(je) veux,,,
item_285,aider,word,action_words,understands; produces,aider,,,
item_286,aimer,word,action_words,understands; produces,aimer,,,
item_287,aller,word,action_words,understands; produces,aller,,,
item_288,allumer,word,action_words,understands; produces,allumer,,,
item_289,amener,word,action_words,understands; produces,amener,,,
item_290,apporter,word,action_words,understands; produces,apporter,,,
item_291,arreter,word,action_words,understands; produces,arrêter,,,
item_292,arroser,word,action_words,understands; produces,arroser,,,
item_293,asseoir,word,action_words,understands; produces,asseoir,,,
item_294,attacher,word,action_words,understands; produces,attacher,,,
item_295,attendre,word,action_words,understands; produces,attendre,,,
item_296,attraper,word,action_words,understands; produces,attraper,,,
item_297,avoir,word,action_words,understands; produces,avoir,,,
item_298,balancer,word,action_words,understands; produces,balancer,,,
item_299,balayer,word,action_words,understands; produces,balayer,,,
item_300,bercer,word,action_words,understands; produces,bercer,,,
item_301,boire,word,action_words,understands; produces,boire,,,
item_302,brasser,word,action_words,understands; produces,brasser,,,
item_303,briser_cass,word,action_words,understands; produces,briser/casser,,,
item_304,brosser,word,action_words,understands; produces,brosser,,,
item_305,cacher,word,action_words,understands; produces,cacher,,,
item_306,chanter,word,action_words,understands; produces,chanter,,,
item_307,chatouiller,word,action_words,understands; produces,chatouiller,,,
item_308,chercher,word,action_words,understands; produces,chercher,,,
item_309,choisir,word,action_words,understands; produces,choisir,,,
item_310,cogner,word,action_words,understands; produces,cogner (à),,,
item_311,couper,word,action_words,understands; produces,couper,,,
item_312,courir,word,action_words,understands; produces,courir,,,
item_313,courir_apres,word,action_words,understands; produces,courir après,,,
item_314,cracher,word,action_words,understands; produces,cracher,,,
item_315,danser,word,action_words,understands; produces,danser,,,
item_316,debarquer,word,action_words,understands; produces,débarquer,,,
item_317,dechirer,word,action_words,understands; produces,déchirer,,,
item_318,descendre,word,action_words,understands; produces,descendre,,,
item_319,dessiner,word,action_words,understands; produces,dessiner,,,
item_320,dire,word,action_words,understands; produces,dire,,,
item_321,donner,word,action_words,understands; produces,donner,,,
item_322,dormir,word,action_words,understands; produces,dormir,,,
item_323,ecouter,word,action_words,understands; produces,écouter,,,
item_324,ecrire,word,action_words,understands; produces,écrire,,,
item_325,embarquer,word,action_words,understands; produces,embarquer,,,
item_326,enlever,word,action_words,understands; produces,enlever,,,
item_327,entendre,word,action_words,understands; produces,entendre,,,
item_328,essuyer,word,action_words,understands; produces,essuyer,,,
item_329,faire,word,action_words,understands; produces,faire,,,
item_330,fermer,word,action_words,understands; produces,fermer,,,
item_331,finir,word,action_words,understands; produces,finir,,,
item_332,glisser,word,action_words,understands; produces,glisser,,,
item_333,gouter,word,action_words,understands; produces,goûter,,,
item_334,grimper,word,action_words,understands; produces,grimper,,,
item_335,jeter,word,action_words,understands; produces,jeter,,,
item_336,jouer,word,action_words,understands; produces,jouer,,,
item_337,lancer,word,action_words,understands; produces,lancer,,,
item_338,laver,word,action_words,understands; produces,laver,,,
item_339,lecher,word,action_words,understands; produces,lécher,,,
item_340,lire,word,action_words,understands; produces,lire,,,
item_341,manger,word,action_words,understands; produces,manger,,,
item_342,marcher,word,action_words,understands; produces,marcher,,,
item_343,mettre,word,action_words,understands; produces,mettre,,,
item_344,monter,word,action_words,understands; produces,monter,,,
item_345,montrer,word,action_words,understands; produces,montrer,,,
item_346,mordre,word,action_words,understands; produces,mordre,,,
item_347,nager,word,action_words,understands; produces,nager,,,
item_348,nettoyer,word,action_words,understands; produces,nettoyer,,,
item_349,ouvrir,word,action_words,understands; produces,ouvrir,,,
item_350,parler,word,action_words,understands; produces,parler,,,
item_351,partager,word,action_words,understands; produces,partager,,,
item_352,peinturer,word,action_words,understands; produces,peinturer,,,
item_353,pleurer,word,action_words,understands; produces,pleurer,,,
item_354,pousser,word,action_words,understands; produces,pousser,,,
item_355,prendre,word,action_words,understands; produces,prendre,,,
item_356,ramasser,word,action_words,understands; produces,ramasser,,,
item_357,regarder,word,action_words,understands; produces,regarder,,,
item_358,renverser,word,action_words,understands; produces,renverser,,,
item_359,rester,word,action_words,understands; produces,rester,,,
item_360,reveiller,word,action_words,understands; produces,réveiller,,,
item_361,sauter,word,action_words,understands; produces,sauter,,,
item_362,secher,word,action_words,understands; produces,sécher,,,
item_363,souffler,word,action_words,understands; produces,souffler,,,
item_364,sourire,word,action_words,understands; produces,sourire,,,
item_365,taper,word,action_words,understands; produces,taper,,,
item_366,tenir,word,action_words,understands; produces,tenir,,,
item_367,tirer,word,action_words,understands; produces,tirer,,,
item_368,tomber,word,action_words,understands; produces,tomber,,,
item_369,toucher,word,action_words,understands; produces,toucher,,,
item_370,tourner,word,action_words,understands; produces,tourner,,,
item_371,travailler,word,action_words,understands; produces,travailler,,,
item_372,trouver,word,action_words,understands; produces,trouver,,,
item_373,venir,word,action_words,understands; produces,venir,,,
item_374,verser,word,action_words,understands; produces,verser,,,
item_375,voir,word,action_words,understands; produces,voir,,,
item_376,aujour,word,time_words,understands; produces,aujourd’hui,,,
item_377,ce_soir,word,time_words,understands; produces,ce soir,,,
item_378,demain,word,time_words,understands; produces,demain,,,
item_379,maintenant,word,time_words,understands; produces,maintenant/tout de suite,,,
item_380,matin,word,time_words,understands; produces,matin,,,
item_381,nuit,word,time_words,understands; produces,nuit,,,
item_382,plus_tard,word,time_words,understands; produces,plus tard,,,
item_383,tantot,word,time_words,understands; produces,tantôt / tout à l’heure,,,
item_384,avoir_faim,word,descriptive_words,understands; produces,avoir faim,,,
item_385,avoir_mal,word,descriptive_words,understands; produces,avoir mal,,,
item_386,avoir_peur,word,descriptive_words,understands; produces,avoir peur,,,
item_387,avoir_soif,word,descriptive_words,understands; produces,avoir soif,,,
item_388,beau/belle,word,descriptive_words,understands; produces,beau/belle,,,
item_389,bien,word,descriptive_words,understands; produces,bien,,,
item_390,bleu,word,descriptive_words,understands; produces,bleu,,,
item_391,bon,word,descriptive_words,understands; produces,bon,,,
item_392,brise/casse,word,descriptive_words,understands; produces,brisé/cassé,,,
item_393,capable,word,descriptive_words,understands; produces,capable,,,
item_394,chaud,word,descriptive_words,understands; produces,chaud,,,
item_395,content,word,descriptive_words,understands; produces,content,,,
item_396,debout,word,descriptive_words,understands; produces,debout,,,
item_397,degueulasse,word,descriptive_words,understands; produces,dégueulasse,,,
item_398,doux,word,descriptive_words,understands; produces,doux,,,
item_399,endormi,word,descriptive_words,understands; produces,endormi,,,
item_400,fatigue,word,descriptive_words,understands; produces,fatigué,,,
item_401,fini,word,descriptive_words,understands; produces,fini,,,
item_402,froid,word,descriptive_words,understands; produces,froid,,,
item_403,gentil,word,descriptive_words,understands; produces,gentil,,,
item_404,gros/grand,word,descriptive_words,understands; produces,gros/grand,,,
item_405,malade,word,descriptive_words,understands; produces,malade,,,
item_406,mal,word,descriptive_words,understands; produces,mal,,,
item_407,parti,word,descriptive_words,understands; produces,parti,,,
item_408,petit,word,descriptive_words,understands; produces,petit,,,
item_409,propre,word,descriptive_words,understands; produces,propre,,,
item_410,prudent,word,descriptive_words,understands; produces,prudent,,,
item_411,rouge,word,descriptive_words,understands; produces,rouge,,,
item_412,sale,word,descriptive_words,understands; produces,sale,,,
item_413,tannant,word,descriptive_words,understands; produces,tannant/méchant,,,
item_414,vide,word,descriptive_words,understands; produces,vide,,,
item_415,vite,word,descriptive_words,understands; produces,vite,,,
item_416,a_moi,word,pronouns,understands; produces,à moi,,,
item_417,ca,word,pronouns,understands; produces,ça,,,
item_418,je,word,pronouns,understands; produces,je,,,
item_419,luielle,word,pronouns,understands; produces,(à) lui / (à) elle,,,
item_420,moi,word,pronouns,understands; produces,moi,,,
item_421,mon,word,pronouns,understands; produces,mon,,,
item_422,son,word,pronouns,understands; produces,son,,,
item_423,toi,word,pronouns,understands; produces,toi,,,
item_424,ton,word,pronouns,understands; produces,ton,,,
item_425,tu,word,pronouns,understands; produces,tu,,,
item_426,ou,word,question_words,understands; produces,où,,,
item_427,qui,word,question_words,understands; produces,qui,,,
item_428,quoi,word,question_words,understands; produces,quoi,,,
item_429,aterre,word,locations,understands; produces,à terre / par terre,,,
item_430,dans,word,locations,understands; produces,dans,,,
item_431,en_bas,word,locations,understands; produces,en bas,,,
item_432,en_haut,word,locations,understands; produces,en haut,,,
item_433,labas,word,locations,understands; produces,là / là-bas,,,
item_434,sous,word,locations,understands; produces,sous / en dessous,,,
item_435,sur_dess,word,locations,understands; produces,sur/dessus,,,
item_436,encore,word,quantifiers,understands; produces,encore,,,
item_437,plus,word,quantifiers,understands; produces,plus,,,
item_438,pas,word,quantifiers,understands; produces,pas,,,
item_439,un_autre,word,quantifiers,understands; produces,un autre,,,
item_440,un_peu,word,quantifiers,understands; produces,un peu,,,
item_441,gestures_first1,gestures,gestures_first,no; yes,Tend le bras pour montrer quelque chose qu’il/elle tient.,,,
item_442,gestures_first2,gestures,gestures_first,no; yes,Tend la main pour vous donner un objet ou un jouet qu’il/elle tient.,,,
item_443,gestures_first3,gestures,gestures_first,no; yes,Pointe (avec le bras et l’index tendus) un objet ou un événement intéressant.,,,
item_444,gestures_first4,gestures,gestures_first,no; yes,Envoie la main (fait bye bye) spontanément quand quelqu’un s’en va.,,,
item_445,gestures_first5,gestures,gestures_first,no; yes,Lève les bras pour faire signe qu’il/elle veut qu’on le/la prenne.,,,
item_446,gestures_first6,gestures,gestures_first,no; yes,Fait “non” avec la tête.,,,
item_447,gestures_first7,gestures,gestures_first,no; yes,Fait “oui” avec la tête.,,,
item_448,gestures_first8,gestures,gestures_first,no; yes,Fait le geste pour “chut” en plaçant son index devant ses lèvres.,,,
item_449,gestures_first9,gestures,gestures_first,no; yes,Tend le bras et ouvre et ferme la main pour demander un objet.,,,
item_450,gestures_first10,gestures,gestures_first,no; yes,Envoie des baisers à distance.,,,
item_451,gestures_first11,gestures,gestures_first,no; yes,Claque les lèvres pour indiquer que quelque chose goûte bon.,,,
item_452,gestures_first12,gestures,gestures_first,no; yes,Hausse les épaules pour exprimer “il n’y en a plus” ou “parti”.,,,
item_453,gestures_games1,gestures,gestures_games,no; yes,Jouer à “coucou”.,,,
item_454,gestures_games2,gestures,gestures_games,no; yes,Jouer à “tape tape”.,,,
item_455,gestures_games3,gestures,gestures_games,no; yes,"Jouer à “ainsi font, font, font”.",,,
item_456,gestures_games4,gestures,gestures_games,no; yes,Jouer à attraper/se faire attraper.,,,
item_457,gestures_games5,gestures,gestures_games,no; yes,Chanter.,,,
item_458,gestures_games6,gestures,gestures_games,no; yes,Danser.,,,
item_459,gestures_objects1,gestures,gestures_objects,no; yes,Manger avec une cuillère ou une fourchette.,,,
item_460,gestures_objects2,gestures,gestures_objects,no; yes,Boire dans une tasse contenant un liquide.,,,
item_461,gestures_objects3,gestures,gestures_objects,no; yes,Se brosser ou se peigner les cheveux.,,,
item_462,gestures_objects4,gestures,gestures_objects,no; yes,Se brosser les dents.,,,
