itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_428,como,word,question_words,understands; produces,cómo,how,as,
item_429,cual,word,question_words,understands; produces,cuál,which (question),which,
item_430,dondest,word,question_words,understands; produces,dónde está,where (question),where is it,
item_431,porque,word,question_words,understands; produces,por qué,why,why,
item_432,que,word,question_words,understands; produces,qué,what,what ,
item_433,quien,word,question_words,understands; produces,quién,who,who,
item_434,el2,word,articles,understands; produces,el,the,the,
item_435,la,word,articles,understands; produces,la,the,the,
item_436,las,word,articles,understands; produces,las,the,the,
item_437,los,word,articles,understands; produces,los,the,the,
item_438,un,word,articles,understands; produces,un,a,a ,
item_439,una,word,articles,understands; produces,una,a,a ,
item_440,unas,word,articles,understands; produces,unas,a,a ,
item_441,unos,word,articles,understands; produces,unos,a,a ,
item_442,mas,word,quantifiers,understands; produces,más,more,more,
item_443,mucho,word,quantifiers,understands; produces,mucho,a lot,a lot,
item_444,nada,word,quantifiers,understands; produces,nada,nothing,nothing,
item_445,nohay,word,quantifiers,understands; produces,no hay,none,none,
item_446,otravez,word,quantifiers,understands; produces,otro/otra vez,again,again,
item_447,tambien,word,quantifiers,understands; produces,también,also,also,
item_448,todo,word,quantifiers,understands; produces,todo,all,all ,
item_449,ya,word,quantifiers,understands; produces,ya,already,already,
item_450,abajo,word,locations,understands; produces,abajo,down,down ,
item_451,adentro,word,locations,understands; produces,adentro,inside,in,
item_452,afuera,word,locations,understands; produces,afuera,out,out ,
item_453,ahi,word,locations,understands; produces,ahí,there,there,
item_454,allaall,word,locations,understands; produces,alla/allí,there,there,
item_455,aqui,word,locations,understands; produces,aquí,here,here,
item_456,arriba,word,locations,understands; produces,arriba,up,up,
item_457,atras,word,locations,understands; produces,atrás,back (location),behind,
item_458,encima,word,locations,understands; produces,encima,on,above,
item_459,de,word,prepositions,understands; produces,de,of,of,
item_460,en,word,prepositions,understands; produces,en,in,in,
item_461,para,word,prepositions,understands; produces,para,for,for ,
item_462,bramostr,gestures,gestures_first,not yet; sometimes; often,Extiende su brazo para mostrarle algo que tiene en la mano.,,,
item_463,senala,gestures,gestures_first,not yet; sometimes; often,Trata de alcanzar o darle algún juguete u objeto que tiene en la mano.,,,
item_464,tratdarl,gestures,gestures_first,not yet; sometimes; often,Señala (con la mano y el dedo índice extendidos) algún objeto o situación.,,,
item_465,manadio,gestures,gestures_first,not yet; sometimes; often,Dice “adiós” con la mano cuando alguien se va sin que se la pida que lo haga.,,,
item_466,levanten,gestures,gestures_first,not yet; sometimes; often,Levanta los brazos para que lo levanten.,,,
item_467,cabezno,gestures,gestures_first,not yet; sometimes; often,Hace el gesto de “no” con su cabeza.,,,
item_468,cabezsi,gestures,gestures_first,not yet; sometimes; often,Hace el gesto de “sí” con su cabeza.,,,
item_469,gestoshh,gestures,gestures_first,not yet; sometimes; often,Hace el gesto de “shhh” (callar) con su dedo enfrente de la boca.,,,
item_470,manoalgo,gestures,gestures_first,not yet; sometimes; often,"Extiende su mano, a veces acompañado de un gemido u otro sonido para pedir algo.",,,
item_471,avienbes,gestures,gestures_first,not yet; sometimes; often,Avienta besitos.,,,
item_472,aprilabi,gestures,gestures_first,not yet; sometimes; often,Aprieta los labio como manera de decir “mmmm” cuando algo está sabroso.,,,
item_473,levhombr,gestures,gestures_first,not yet; sometimes; often,Levanta los hombros y/o extiendo sus manos hacia los lados como para decir “dónde está” o “se fue”.,,,
item_474,manoven,gestures,gestures_first,not yet; sometimes; often,Llama a alguien con la mano haciendo el gesto de “ven”.,,,
item_475,juegtort,gestures,gestures_games,yes; no,Juego tortillitas.,,,
item_476,haceojit,gestures,gestures_games,yes; no,Hace ojitos.,,,
item_477,juegcern,gestures,gestures_games,yes; no,Juega acerrín.,,,
item_478,juepntat,gestures,gestures_games,yes; no,Juega pon pon tata.,,,
item_479,juegesco,gestures,gestures_games,yes; no,Juega a esconderse o a corretearse.,,,
item_480,cosquita,gestures,gestures_games,yes; no,Juega a las cosquillitas.,,,
item_481,sanasana,gestures,gestures_games,yes; no,Hace sana sana.,,,
item_482,baila,gestures,gestures_games,yes; no,Baila.,,,
item_483,chuctene,gestures,gestures_objects,yes; no,Come con la cuchara o el tenedor.,,,
item_484,tomataza,gestures,gestures_objects,yes; no,Toma algún líquido de una taza.,,,
item_485,peinpelo,gestures,gestures_objects,yes; no,Se peina o se cepilla el pelo.,,,
item_486,lavadnto,gestures,gestures_objects,yes; no,Se lava los dientes.,,,
item_487,secacara,gestures,gestures_objects,yes; no,Se seca la cara con una toalla.,,,
item_488,ponesomb,gestures,gestures_objects,yes; no,Se pone un sombrero.,,,
item_489,ponezapa,gestures,gestures_objects,yes; no,Se pone un zapato o calcetín.,,,
item_490,ponecoll,gestures,gestures_objects,yes; no,"Se pone un collar, pulsera, reloj, etc.",,,
item_491,soplcali,gestures,gestures_objects,yes; no,Sopla o sacude la mano para indicar que algo está caliente.,,,
item_492,hacevuel,gestures,gestures_objects,yes; no,Hace que “vuele” un avión.,,,
item_493,hacedorm,gestures,gestures_objects,yes; no,Se hace el dormido.,,,
item_494,ponetele,gestures,gestures_objects,yes; no,Se pone el teléfono en la oreja.,,,
item_495,huelflor,gestures,gestures_objects,yes; no,Huele flores.,,,
item_496,empujcar,gestures,gestures_objects,yes; no,Empuja un carro o un camión.,,,
item_497,avienpel,gestures,gestures_objects,yes; no,Avienta una pelota.,,,
item_498,acostrlo,gestures,gestures_parent,yes; no,Acostarlo,,,
item_499,taparlo,gestures,gestures_parent,yes; no,Taparlo con cobija,,,
item_500,darlbotl,gestures,gestures_parent,yes; no,Darle su botella,,,
item_501,darlcuch,gestures,gestures_parent,yes; no,Darle de comer con una cuchara,,,
item_502,peinarlo,gestures,gestures_parent,yes; no,Peinarlo,,,
item_503,secarair,gestures,gestures_parent,yes; no,Sacarle el air con palmaditas en la espalda,,,
item_504,empucart,gestures,gestures_parent,yes; no,Empujarlo en un carrito,,,
item_505,mecerarr,gestures,gestures_parent,yes; no,Mecerlo o arrullarlo,,,
item_506,darlbesi,gestures,gestures_parent,yes; no,Darle besitos,,,
item_507,tratvest,gestures,gestures_parent,yes; no,Tratar de vestirlo,,,
item_508,limpcara,gestures,gestures_parent,yes; no,Limpiarle la cara,,,
item_509,hablarle,gestures,gestures_parent,yes; no,Hablarle,,,
item_510,trponpan,gestures,gestures_parent,yes; no,Tratar de ponerle un pañal,,,
item_511,barrtrap,gestures,gestures_adult,yes; no,Barre o trapea.,,,
item_512,llavpuer,gestures,gestures_adult,yes; no,Trata de meter la llave en la puerta.,,,
item_513,pegamart,gestures,gestures_adult,yes; no,Pega con un martillo.,,,
item_514,persigna,gestures,gestures_adult,yes; no,Reza y/o se persigna.,,,
item_515,escrbmaq,gestures,gestures_adult,yes; no,Trata de escribir a máquina.,,,
item_516,juegleye,gestures,gestures_adult,yes; no,Juega a que está leyendo.,,,
item_517,fumacig,gestures,gestures_adult,yes; no,Fuma un cigarro.,,,
item_518,aguaplnt,gestures,gestures_adult,yes; no,Le echa agua a las plantas.,,,
item_519,tocainst,gestures,gestures_adult,yes; no,"Trata de tocar un instrumento musical (guitarra, tambor, etc.).",,,
item_520,manecoch,gestures,gestures_adult,yes; no,Juega a manejar el coche.,,,
item_521,lavaplat,gestures,gestures_adult,yes; no,Lava los platos.,,,
item_522,sacude,gestures,gestures_adult,yes; no,Sacude.,,,
item_523,escrplum,gestures,gestures_adult,yes; no,Trata de escribir con un lápiz o una pluma.,,,
item_524,hacehoyo,gestures,gestures_adult,yes; no,Trata de hacer un hoyo.,,,
item_525,ponelent,gestures,gestures_adult,yes; no,Se pone unos lentes.,,,
