itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_59,guajolo,word,animals,understands; produces,guajolote,turkey,turkey,
item_60,hippotm,word,animals,understands; produces,hipopótamo,hippopotamus,hippopotamus,
item_61,hormiga,word,animals,understands; produces,hormiga,ant,ant,
item_62,jirafa,word,animals,understands; produces,jirafa,giraffe,giraffe,
item_63,leon,word,animals,understands; produces,león,lion,leon,
item_64,lobo,word,animals,understands; produces,lobo,wolf,wolf,
item_65,maripos,word,animals,understands; produces,mariposa,butterfly,butterfly,
item_66,mono,word,animals,understands; produces,mono,monkey,monkey,
item_67,mosca,word,animals,understands; produces,mosca,fly (animal),fly,
item_68,oso,word,animals,understands; produces,oso,bear,bear,
item_69,pajaro,word,animals,understands; produces,pájaro,bird,bird,
item_70,pato,word,animals,understands; produces,pato,duck,duck,
item_71,perro,word,animals,understands; produces,perro,dog,dog,
item_72,pescado,word,animals,understands; produces,pescado,fish (animal),fish,
item_73,pinguin,word,animals,understands; produces,pingüino,penguin,penguin,
item_74,pollito,word,animals,understands; produces,pollito,chick,chick,
item_75,puerco,word,animals,understands; produces,puerco,pig,pig,
item_76,rana,word,animals,understands; produces,rana,frog,frog,
item_77,raton,word,animals,understands; produces,ratón,mouse,mouse,
item_78,tigre,word,animals,understands; produces,tigre,tiger,tiger,
item_79,tortuga,word,animals,understands; produces,tortuga,turtle,turtle,
item_80,vaca,word,animals,understands; produces,vaca,cow,cow,
item_81,venado,word,animals,understands; produces,venado,deer,deer,
item_82,avion,word,vehicles,understands; produces,avión,airplane,airplane,
item_83,barco,word,vehicles,understands; produces,barco,boat,boat,
item_84,bicicle,word,vehicles,understands; produces,bicicleta,bicycle,bicycle,
item_85,camibom,word,vehicles,understands; produces,camión de bomberos,firetruck,firetruck,
item_86,camion,word,vehicles,understands; produces,camión/troca,truck,truck,
item_87,carreol,word,vehicles,understands; produces,carreola,stroller,stroller,
item_88,carro,word,vehicles,understands; produces,carro/coche,car,car,
item_89,moto,word,vehicles,understands; produces,moto,motorcycle,motorcycle,
item_90,tren,word,vehicles,understands; produces,tren,train,train,
item_91,agua,word,food_drink,understands; produces,agua,water (beverage),water,
item_92,arroz,word,food_drink,understands; produces,arroz,rice,rice,
item_93,atole,word,food_drink,understands; produces,atole,atole,porridge,
item_94,cafe,word,food_drink,understands; produces,café,coffee,coffee,
item_95,carne,word,food_drink,understands; produces,carne,meat,meat,
item_96,cereal,word,food_drink,understands; produces,cereal,cereal,cereal,
item_97,chile,word,food_drink,understands; produces,chile,chili,chili,
item_98,comida,word,food_drink,understands; produces,comida,food,food,
item_99,dulce,word,food_drink,understands; produces,dulce,candy,sweet candy,
item_100,frijole,word,food_drink,understands; produces,frijoles,beans,beans,
item_101,galleta,word,food_drink,understands; produces,galleta,cookie,cookie,
item_102,helado,word,food_drink,understands; produces,helado/nieve,ice cream,ice cream,
item_103,huevo,word,food_drink,understands; produces,huevo,egg,egg,
item_104,jamon,word,food_drink,understands; produces,jamón,ham,ham,
item_105,jugo,word,food_drink,understands; produces,jugo,juice,juice,
item_106,leche,word,food_drink,understands; produces,leche,milk,milk,
item_107,manzana,word,food_drink,understands; produces,manzana,apple,apple,
item_108,naranja,word,food_drink,understands; produces,naranja,orange (food),orange (food),
item_109,paleta,word,food_drink,understands; produces,paleta,lollipop,lollipop,
item_110,pan,word,food_drink,understands; produces,pan,bread,bread,
item_111,pastel,word,food_drink,understands; produces,pastel,cake,cake,
item_112,platano,word,food_drink,understands; produces,plátano/banana,banana,banana,
item_113,pollo,word,food_drink,understands; produces,pollo,chicken (food),chicken (food),
item_114,quesdil,word,food_drink,understands; produces,quesadilla,quesadilla,quesadilla,
item_115,queso,word,food_drink,understands; produces,queso,cheese,cheese,
item_116,salchch,word,food_drink,understands; produces,salchicha,hot dog,hot dog,
item_117,soda,word,food_drink,understands; produces,soda/refresco,soda,soda ,
item_118,sopa,word,food_drink,understands; produces,sopa,soup,soup,
item_119,tortila,word,food_drink,understands; produces,tortilla,tortilla,tortilla,
item_120,uvas,word,food_drink,understands; produces,uvas,grapes,grapes,
item_121,aretes,word,clothing,understands; produces,aretes,earrings,earrings,
item_122,babera,word,clothing,understands; produces,babero,bib,bib,
item_123,botas,word,clothing,understands; produces,botas,boots,boots,
item_124,boton,word,clothing,understands; produces,botón,button,button,
item_125,calceti,word,clothing,understands; produces,calcetines,sock,socks,
item_126,calzon,word,clothing,understands; produces,calzón,underpants,underwear,
item_127,cierre,word,clothing,understands; produces,cierre,zipper,zipper,
item_128,collar,word,clothing,understands; produces,collar,necklace,necklace,
item_129,falda,word,clothing,understands; produces,falda,skirt,skirt,
item_130,lentes,word,clothing,understands; produces,lentes,glasses,lenses,
item_131,panal,word,clothing,understands; produces,pañal,diaper,diaper,
item_132,pantalo,word,clothing,understands; produces,pantalón,pants,pants,
item_133,pijama,word,clothing,understands; produces,pijama,pajamas,pajamas,
item_134,playera,word,clothing,understands; produces,playera,t-shirt,shirt,
item_135,shorts,word,clothing,understands; produces,shorts,shorts,shorts,
item_136,sombrer,word,clothing,understands; produces,sombrero,hat,hat,
item_137,sueter,word,clothing,understands; produces,suéter,sweater,sweater,
item_138,vestido,word,clothing,understands; produces,vestido,dress (object),dress,
item_139,zapato,word,clothing,understands; produces,zapato,shoe,shoe,
item_140,bigote,word,body_parts,understands; produces,bigote,moustache,moustache,
item_141,boca,word,body_parts,understands; produces,boca,mouth,mouth,
item_142,brazos,word,body_parts,understands; produces,brazos,arm,arms,
item_143,cabeza,word,body_parts,understands; produces,cabeza,head,head,
item_144,cachete,word,body_parts,understands; produces,cachete,cheek,cheek,
item_145,cara,word,body_parts,understands; produces,cara,face,face,
item_146,chichi,word,body_parts,understands; produces,chichi/pecho,breast,breast,
item_147,dedos,word,body_parts,understands; produces,dedos,finger,fingers,
item_148,dientes,word,body_parts,understands; produces,dientes,tooth,teeth,
item_149,lengua,word,body_parts,understands; produces,lengua,tongue,language,
item_150,manos1,word,body_parts,understands; produces,manos,hand,hand,
item_151,nariz,word,body_parts,understands; produces,nariz,nose,nose,
item_152,ojos,word,body_parts,understands; produces,ojos,eye,eyes,
item_153,ombligo,word,body_parts,understands; produces,ombligo,belly button,belly button,
item_154,orejas,word,body_parts,understands; produces,orejas,ear,ears,
item_155,panza,word,body_parts,understands; produces,panza,tummy,belly,
item_156,pelo,word,body_parts,understands; produces,pelo,hair,hair,
item_157,piernas,word,body_parts,understands; produces,piernas,leg,legs,
item_158,pies,word,body_parts,understands; produces,pies,foot,feet,
item_159,rodilla,word,body_parts,understands; produces,rodillas,knee,knee,
item_160,globo,word,toys,understands; produces,globo/bomba,balloon,air balloon,
item_161,juguete,word,toys,understands; produces,juguete,toy (object),toy (object),
item_162,lapiz,word,toys,understands; produces,lápiz,pen/pencil,pencil,
item_163,libro,word,toys,understands; produces,libro,book,book,
item_164,muneca,word,toys,understands; produces,muñeca,doll,doll,
item_165,osito,word,toys,understands; produces,osito,teddybear,teddy bear,
item_166,pelota,word,toys,understands; produces,pelota,ball,ball,
item_167,tambor,word,toys,understands; produces,tambor,drum,drum,
item_168,almohad,word,household,understands; produces,almohada,pillow,pillow,
item_169,aspirdo,word,household,understands; produces,aspiradora,vacuum,vacuum,
item_170,basura,word,household,understands; produces,basura,trash,garbage can,
item_171,bolsa,word,household,understands; produces,bolsa,purse,bag,
item_172,botlmam,word,household,understands; produces,botella/mamila,bottle,bottle,
item_173,caja,word,household,understands; produces,caja,box,box,
item_174,cepidnt,word,household,understands; produces,cepillo de dientes,toothbrush,toothbrush,
item_175,cepillo,word,household,understands; produces,cepillo,brush (object),brush,
item_176,chupete,word,household,understands; produces,chupón/chupete,pacifier,pacifier,
item_177,cigarrs,word,household,understands; produces,cigarros,cigarette,cigarettes,
item_178,cobija,word,household,understands; produces,cobija,blanket,blanket,
item_179,cuadro,word,household,understands; produces,cuadro,picture,picture,
item_180,cuchara,word,household,understands; produces,cuchara,spoon,spoon,
item_181,cuchill,word,household,understands; produces,cuchillo,knife,knife,
item_182,dinero,word,household,understands; produces,dinero,money,money,
item_183,escoba,word,household,understands; produces,escoba,broom,broom,
item_184,espejo,word,household,understands; produces,espejo,mirror,mirror,
item_185,fotos,word,household,understands; produces,fotos,photos,photos,
item_186,jabon,word,household,understands; produces,jabón,soap,soap,
item_187,luz,word,household,understands; produces,luz,light,light,
item_188,llaves,word,household,understands; produces,llaves,keys,keys,
item_189,martill,word,household,understands; produces,martillo,hammer,hammer,
item_190,medicin,word,household,understands; produces,medicina,medicine,medicine,
item_191,papel,word,household,understands; produces,papel,paper,paper,
item_192,peine,word,household,understands; produces,peine,comb (object),hair comb,
item_193,plato,word,household,understands; produces,plato,plate,dish,
item_194,radio,word,household,understands; produces,radio,radio,radio,
item_195,reloj,word,household,understands; produces,reloj,watch (object),watch,
item_196,taza,word,household,understands; produces,taza,cup,cup,
item_197,telefon,word,household,understands; produces,teléfono,telephone,telephone,
item_198,tenedor,word,household,understands; produces,tenedor,fork,fork,
item_199,tijeras,word,household,understands; produces,tijeras,scissors,scissors,
item_200,toalla,word,household,understands; produces,toalla,towel,towel,
item_201,trapo,word,household,understands; produces,trapo,cloth,cloth,
item_202,vaso,word,household,understands; produces,vaso,glass,glass,
item_203,vela,word,household,understands; produces,vela,candle,candle,
item_204,bacinic,word,furniture_rooms,understands; produces,bacinica,potty,potty,
item_205,bano,word,furniture_rooms,understands; produces,baño,bathroom,bathroom,
item_206,cajon,word,furniture_rooms,understands; produces,cajón,drawer,drawer,
item_207,cama,word,furniture_rooms,understands; produces,cama,bed,bed,
item_208,cochera,word,furniture_rooms,understands; produces,cochera/garaje,garage,garage,
item_209,cocina,word,furniture_rooms,understands; produces,cocina,kitchen,kitchen,
item_210,cuarto,word,furniture_rooms,understands; produces,cuarto,room,room,
item_211,cuna,word,furniture_rooms,understands; produces,cuna,crib,crib,
item_212,escaler,word,furniture_rooms,understands; produces,escalera,stairs,stairs,
item_213,estufa,word,furniture_rooms,understands; produces,estufa,stove,stove,
item_214,horno,word,furniture_rooms,understands; produces,horno,oven,oven,
item_215,lavabo,word,furniture_rooms,understands; produces,lavabo,sink,sink,
item_216,mesa,word,furniture_rooms,understands; produces,mesa,table,table ,
item_217,puerta,word,furniture_rooms,understands; produces,puerta,door,door,
item_218,recamar,word,furniture_rooms,understands; produces,recámara,bedroom,bedroom,
item_219,refrig,word,furniture_rooms,understands; produces,refrigerador,refrigerator,refrigerator,
item_220,regader,word,furniture_rooms,understands; produces,regadera/ducha,shower,shower,
item_221,ropero,word,furniture_rooms,understands; produces,ropero/closet,closet,closet,
item_222,sala,word,furniture_rooms,understands; produces,sala,living room,living room,
item_223,silla,word,furniture_rooms,understands; produces,silla,chair,chair,
item_224,sofa,word,furniture_rooms,understands; produces,sofá,couch,sofa,
item_225,televis,word,furniture_rooms,understands; produces,televisión,tv,television,
item_226,tina,word,furniture_rooms,understands; produces,tina,bathtub,tub,
item_227,ventana,word,furniture_rooms,understands; produces,ventana,window,window,
item_228,albrpis,word,outside,understands; produces,alberca/piscina,pool,pool,
item_229,arbol,word,outside,understands; produces,árbol,tree,tree,
item_230,calle,word,outside,understands; produces,calle,street,street,
item_231,campo,word,outside,understands; produces,campo,field,field,
item_232,casa,word,outside,understands; produces,casa,house,home,
item_233,cielo,word,outside,understands; produces,cielo,sky,heaven,
item_234,columpi,word,outside,understands; produces,columpio,swing (object),swing,
item_235,escuela,word,outside,understands; produces,escuela,school,school,
item_236,estrell,word,outside,understands; produces,estrella,star,stars,
item_237,fiesta,word,outside,understands; produces,fiesta,party,party,
item_238,flor,word,outside,understands; produces,flor,flower,flower,
item_239,iglstmp,word,outside,understands; produces,iglesia/templo,church,church,
item_240,jardin,word,outside,understands; produces,jardín,garden,garden,
item_241,luna,word,outside,understands; produces,luna,moon,moon,
item_242,lluvia,word,outside,understands; produces,lluvia,rain,rain,
item_243,nieve,word,outside,understands; produces,nieve,snow,snow,
item_244,nube,word,outside,understands; produces,nube,cloud,cloud,
item_245,parque,word,outside,understands; produces,parque,park,park,
item_246,piedra,word,outside,understands; produces,piedra,rock (object),stone,
item_247,planta,word,outside,understands; produces,planta,plant,plant,
item_248,playa,word,outside,understands; produces,playa,beach,beach,
item_249,resbald,word,outside,understands; produces,resbaladilla,slide (object),slide,
item_250,sol,word,outside,understands; produces,sol,sun,sun,
item_251,techo,word,outside,understands; produces,techo,roof,ceiling,
item_252,tienmer,word,outside,understands; produces,tienda/mercado,store,store,
item_253,zoologi,word,outside,understands; produces,zoológico,zoo,zoo,
item_254,abuela,word,people,understands; produces,abuela,grandma,grandmother,
item_255,abuelo,word,people,understands; produces,abuelo,grandpa,grandfather,
item_256,bebe,word,people,understands; produces,bebé,baby,baby ,
item_257,familia,word,people,understands; produces,familia,family,family,
item_258,hermana,word,people,understands; produces,hermana*,sister,sister,
item_259,hermano,word,people,understands; produces,hermano*,brother,brother,
item_260,madrina,word,people,understands; produces,madrina,godmother,godmother,
item_261,maestra,word,people,understands; produces,maestra*,teacher,teacher,
item_262,mama,word,people,understands; produces,mamá/mami,mommy,mommy,
item_263,nana,word,people,understands; produces,nana*,babysitter,babysitter,
item_264,nino,word,people,understands; produces,niño,boy,boy,
item_265,nina,word,people,understands; produces,niña,girl,girl,
item_266,padrino,word,people,understands; produces,padrino,godfather,godfather,
item_267,papa,word,people,understands; produces,papá/papi,daddy,daddy,
item_268,persona,word,people,understands; produces,persona,person,person,
item_269,senor,word,people,understands; produces,señor,man,man,
item_270,senora,word,people,understands; produces,señora,woman,woman,
item_271,tia,word,people,understands; produces,tía*,aunt,aunt,
item_272,tio,word,people,understands; produces,tío*,uncle,uncle,
item_273,nomnin,word,people,understands; produces,(nombre del niño/a),child's own name,child's own name,
item_274,acerrin,word,games_routines,understands; produces,acerrín,kid's song,sawdust (game),
item_275,adiosby,word,games_routines,understands; produces,adíos/byebye,bye,bye bye,
item_276,besitos,word,games_routines,understands; produces,besitos,kiss,little kisses,
item_277,buendia,word,games_routines,understands; produces,buenas día,good morning,good day,
item_278,buennoc,word,games_routines,understands; produces,buenas noches,good night,good night,
item_279,cosqlit,word,games_routines,understands; produces,cosquillitas,tickle,tickles,
item_280,gracias,word,games_routines,understands; produces,gracias,thank you,thank you,
item_281,hacerme,word,games_routines,understands; produces,hacer la meme,nap,time to sleep,
item_282,hola,word,games_routines,understands; produces,hola,hi,hi,
item_283,manos2,word,games_routines,understands; produces,manos,hands up,hands up (game),
item_284,no,word,games_routines,understands; produces,no,no,no,
item_285,ojitos,word,games_routines,understands; produces,ojitos,look at me,eyes,
item_286,porfavo,word,games_routines,understands; produces,por favor,please,please,
item_287,salud,word,games_routines,understands; produces,¡salud!,bless you,bless you,
item_288,shhh,word,games_routines,understands; produces,shh,shh,shh,
item_289,si,word,games_routines,understands; produces,sí,yes,yes,
item_290,tengman,word,games_routines,understands; produces,tengo manita,have hands,I have a little hand,
item_291,tortlit,word,games_routines,understands; produces,tortillitas,pattycake,pattycake,
item_292,unodstr,word,games_routines,understands; produces,"uno, dos, tres",one two three,one two three,
item_293,abrir,word,action_words,understands; produces,abrir,open (action),to open,
item_294,acabars,word,action_words,understands; produces,acabar(se),finish,finish,
item_295,apagar,word,action_words,understands; produces,apagar,turn off,shut down,
item_296,apurar,word,action_words,understands; produces,apurar(se),hurry,hurry,
item_297,aventar,word,action_words,understands; produces,aventar,throw,blow,
item_298,ayudar,word,action_words,understands; produces,ayudar,help,to help,
item_299,bailar,word,action_words,understands; produces,bailar,dance,to dance,
item_300,brincar,word,action_words,understands; produces,brincar,jump,to hop,
item_301,caer,word,action_words,understands; produces,caer(se),fall,to fall,
item_302,caminar,word,action_words,understands; produces,caminar,walk,walk,
item_303,cantar,word,action_words,understands; produces,cantar,sing,to sing,
item_304,cenar,word,action_words,understands; produces,cenar,eat dinner,to have dinner,
item_305,cerrar,word,action_words,understands; produces,cerrar,close,to close,
item_306,comer,word,action_words,understands; produces,comer(se),eat,to eat,
item_307,correr,word,action_words,understands; produces,correr,run,run,
item_308,dar,word,action_words,understands; produces,dar,give,to give,
item_309,decir,word,action_words,understands; produces,decir,say,to say,
item_310,desyuna,word,action_words,understands; produces,desayunar,eat breakfast,to have breakfast,
item_311,dibujar,word,action_words,understands; produces,dibujar,draw,to draw,
item_312,doler,word,action_words,understands; produces,doler,hurt (action),hurt,
item_313,dormir,word,action_words,understands; produces,dormir(se),sleep,to sleep,
item_314,empujar,word,action_words,understands; produces,empujar,push,push,
item_315,ensenar,word,action_words,understands; produces,enseñar,show,to teach,
item_316,escribi,word,action_words,understands; produces,escribir,write,wrote,
item_317,esperse,word,action_words,understands; produces,esperar(se),wait,wait,
item_318,ir,word,action_words,understands; produces,ir(se),go,go ,
item_319,jugar,word,action_words,understands; produces,jugar,play,to play,
item_320,lavar,word,action_words,understands; produces,lavar(se),wash,wash,
item_321,leer,word,action_words,understands; produces,leer,read,read,
item_322,llevar,word,action_words,understands; produces,llevar(se),take,carry,
item_323,llorar,word,action_words,understands; produces,llorar,cry,cry,
item_324,meterse,word,action_words,understands; produces,meter(se),put,put ,
item_325,mirar,word,action_words,understands; produces,mirar,look,to see,
item_326,mojarse,word,action_words,understands; produces,mojar(se),wet (action),to wet,
item_327,morder,word,action_words,understands; produces,morder,bite,to bite,
item_328,parar,word,action_words,understands; produces,parar(se),stop,to stop,
item_329,pegar,word,action_words,understands; produces,pegar(se),hit,to hit,
item_330,peinars,word,action_words,understands; produces,peinar(se),comb (action),comb (action),
item_331,pintar,word,action_words,understands; produces,pintar,paint (action),to paint,
item_332,poder,word,action_words,understands; produces,poder,can (auxiliary),can,
item_333,poner,word,action_words,understands; produces,poner(se),put,put,
item_334,prender,word,action_words,understands; produces,prender,turn on,turn on,
item_335,querer,word,action_words,understands; produces,querer,wanna,want to,
item_336,romper,word,action_words,understands; produces,romper,break,to break,
item_337,sacar,word,action_words,understands; produces,sacar,take out,take out,
item_338,secarse,word,action_words,understands; produces,secar(se),dry (action),dry ,
item_339,sentars,word,action_words,understands; produces,sentar(se),sit,sit,
item_340,soplar,word,action_words,understands; produces,soplar,blow,to blow,
item_341,subir,word,action_words,understands; produces,subir,climb,to get up,
item_342,tener,word,action_words,understands; produces,tener,have,to have,
item_343,tirar,word,action_words,understands; produces,tirar,throw,to throw,
item_344,tocar,word,action_words,understands; produces,tocar,touch,to touch,
item_345,tomar,word,action_words,understands; produces,tomar(se),take,to take,
item_346,trabaja,word,action_words,understands; produces,trabajar,work (action),to work,
item_347,ver,word,action_words,understands; produces,ver,see,to see,
item_348,estar,word,states,understands; produces,estar,be,be,
item_349,ser,word,states,understands; produces,ser,be,be,
item_350,ahorita,word,time_words,understands; produces,ahorita/ahora,now,now,
item_351,ayer,word,time_words,understands; produces,ayer,yesterday,yesterday,
item_352,despues,word,time_words,understands; produces,después,after,after ,
item_353,dia,word,time_words,understands; produces,día,day,day,
item_354,hoy,word,time_words,understands; produces,hoy,today,today,
item_355,manana,word,time_words,understands; produces,mañana,tomorrow,tomorrow,
item_356,noche,word,time_words,understands; produces,noche,night,night,
item_357,tempran,word,time_words,understands; produces,temprano,early,early,
item_358,amarill,word,descriptive_words,understands; produces,amarillo,yellow,yellow,
item_359,azul,word,descriptive_words,understands; produces,azul,blue,blue,
item_360,bonita,word,descriptive_words,understands; produces,bonita,pretty,pretty,
item_361,calient,word,descriptive_words,understands; produces,caliente,hot,hot,
item_362,cansado,word,descriptive_words,understands; produces,cansado,tired,tired,
item_363,chico,word,descriptive_words,understands; produces,chico,little (description),little (description),
item_364,content,word,descriptive_words,understands; produces,contento,happy,happy,
item_365,cuidado,word,descriptive_words,understands; produces,cuidado,careful,careful,
item_366,difernt,word,descriptive_words,understands; produces,diferente,different,different,
item_367,dificil,word,descriptive_words,understands; produces,difícil,hard,difficult,
item_368,enfermo,word,descriptive_words,understands; produces,enfermo,sick,sick,
item_369,enojado,word,descriptive_words,understands; produces,enojado,angry,angry,
item_370,feo,word,descriptive_words,understands; produces,feo,ugly,ugly,
item_371,frio,word,descriptive_words,understands; produces,frío,cold,cold,
item_372,fuchi,word,descriptive_words,understands; produces,fuchi,yucky,yucky,
item_373,grande,word,descriptive_words,understands; produces,grande,big,great,
item_374,guapo,word,descriptive_words,understands; produces,guapo,cute,handsome,
item_375,hambre,word,descriptive_words,understands; produces,hambre,hungry,hunger,
item_376,igual,word,descriptive_words,understands; produces,igual,same,equal,
item_377,limpio,word,descriptive_words,understands; produces,limpio,clean (description),clean,
item_378,lleno,word,descriptive_words,understands; produces,lleno,full,full,
item_379,malo,word,descriptive_words,understands; produces,malo,bad,bad,
item_380,miedo,word,descriptive_words,understands; produces,miedo,scared,scared,
item_381,nuevo,word,descriptive_words,understands; produces,nuevo,new,new,
item_382,oscuro,word,descriptive_words,understands; produces,oscuro,dark,dark ,
item_383,pesado,word,descriptive_words,understands; produces,pesado,heavy,heavy,
item_384,poco,word,descriptive_words,understands; produces,poco,little (description),little ,
item_385,rojo,word,descriptive_words,understands; produces,rojo,red,red,
item_386,roto,word,descriptive_words,understands; produces,roto,broken,broken ,
item_387,sed,word,descriptive_words,understands; produces,sed,thirsty,thirsty,
item_388,suave,word,descriptive_words,understands; produces,suave,soft,soft,
item_389,sucio,word,descriptive_words,understands; produces,sucio,dirty,dirty,
item_390,sueno,word,descriptive_words,understands; produces,sueño,sleepy,asleep,
item_391,triste,word,descriptive_words,understands; produces,triste,sad,sad,
item_392,vacio,word,descriptive_words,understands; produces,vacío,empty,empty,
item_393,verde,word,descriptive_words,understands; produces,verde,green,green,
item_394,viejo,word,descriptive_words,understands; produces,viejo,old,old,
item_395,aquel,word,pronouns,understands; produces,aquel,that,that,
item_396,aquela,word,pronouns,understands; produces,aquella,that,that,
item_397,el1,word,pronouns,understands; produces,él,he,he,
item_398,ella,word,pronouns,understands; produces,ella,her,she,
item_399,ellas,word,pronouns,understands; produces,ellas,they,they,
item_400,ellos,word,pronouns,understands; produces,ellos,they,they,
item_401,esa,word,pronouns,understands; produces,esa,that,that,
item_402,esas,word,pronouns,understands; produces,esas,those,those,
item_403,ese,word,pronouns,understands; produces,ese,that,that ,
item_404,eso,word,pronouns,understands; produces,eso,that,that,
item_405,esos,word,pronouns,understands; produces,esos,those,those ,
item_406,esta,word,pronouns,understands; produces,ésta,this,this,
item_407,estas,word,pronouns,understands; produces,éstas,these,these,
item_408,este,word,pronouns,understands; produces,éste,this,this ,
item_409,esto,word,pronouns,understands; produces,esto,this,this ,
item_410,estos,word,pronouns,understands; produces,éstos,these,these ,
item_411,le,word,pronouns,understands; produces,le,it,you,
item_412,les,word,pronouns,understands; produces,les,them,them,
item_413,lo,word,pronouns,understands; produces,lo,him,the,
item_414,me,word,pronouns,understands; produces,me,me,me,
item_415,mia,word,pronouns,understands; produces,mía,mine,mine,
item_416,mias,word,pronouns,understands; produces,mías,mine,mine,
item_417,mio,word,pronouns,understands; produces,mío,mine,mine,
item_418,mios,word,pronouns,understands; produces,míos,mine,mine,
item_419,se,word,pronouns,understands; produces,se,self,self,
item_420,su,word,pronouns,understands; produces,su,his,his,
item_421,te,word,pronouns,understands; produces,te,you,you,
item_422,tu,word,pronouns,understands; produces,tú,you,you,
item_423,tuya,word,pronouns,understands; produces,tuya,your,yours,
item_424,tuyas,word,pronouns,understands; produces,tuyas,your,yours,
item_425,tuyo,word,pronouns,understands; produces,tuyo,your,yours,
item_426,tuyos,word,pronouns,understands; produces,tuyos,your,yours,
item_427,yo,word,pronouns,understands; produces,yo,i,I,
