aoa,language,measure,lexical_classes,words
15.063131702565158,English,understands,verbs,see
17.099949484635392,English,understands,nouns,sheep
13.395650990029726,English,understands,other,shh/shush/hush
14.853145764857407,English,understands,nouns,shirt
11.28185347686645,English,understands,nouns,shoe
18.32832600313188,English,understands,nouns,shorts
18.6926587292855,English,understands,nouns,shovel
15.501051286087016,English,understands,verbs,show
22.421546721731563,English,understands,adjectives,sick
15.975341930320047,English,understands,verbs,sing
17.47413375233555,English,understands,nouns,sink
-70.28527451957798,English,understands,other,sister
17.94029533685334,English,understands,nouns,sky
14.1250060084946,English,understands,verbs,sleep
14.938294477123556,English,understands,adjectives,sleepy
15.362339527363746,English,understands,nouns,slide (object)
17.677598600220854,English,understands,verbs,smile
23.764445042257023,English,understands,nouns,snow
16.43663093771686,English,understands,nouns,soap
12.183660617797297,English,understands,nouns,sock
17.44769601977741,English,understands,adjectives,soft
19.06720776349751,English,understands,function_words,some
14.202025894824102,English,understands,verbs,splash
13.038043202570682,English,understands,nouns,spoon
18.809436169854415,English,understands,nouns,squirrel
14.75301787960798,English,understands,nouns,stairs
18.226622200223684,English,understands,nouns,star
13.493006441787896,English,understands,verbs,stop
16.67561674504846,English,understands,nouns,store
18.64625312035651,English,understands,nouns,stove
12.714624491382306,English,understands,nouns,stroller
18.239051226518697,English,understands,nouns,sun
20.017993341931312,English,understands,nouns,sweater
19.778478453112083,English,understands,verbs,swim
15.377346937966163,English,understands,verbs,swing (action)
14.397665362915133,English,understands,nouns,swing (object)
15.228856968514709,English,understands,nouns,table
17.234971862939844,English,understands,verbs,take
25.567205303401515,English,understands,other,teacher
13.413325478028987,English,understands,nouns,teddybear
11.744938335909108,English,understands,nouns,telephone
13.071969266687749,English,understands,other,thank you
17.1238960173645,English,understands,function_words,that
16.97830434519403,English,understands,function_words,there
15.580012386541496,English,understands,adjectives,thirsty
17.728875688699663,English,understands,function_words,this
13.55345485264632,English,understands,verbs,throw
13.969215916461442,English,understands,verbs,tickle
17.88343011945425,English,understands,nouns,tiger
15.573527369723093,English,understands,adjectives,tired
17.041655372896212,English,understands,nouns,toast
24.055486784846913,English,understands,other,today
14.245131383190412,English,understands,nouns,toe
23.059041453419372,English,understands,other,tomorrow
15.72470452712812,English,understands,nouns,tongue
30.606478052266258,English,understands,other,tonight
14.392555546402798,English,understands,nouns,tooth
13.528504855228652,English,understands,nouns,toothbrush
15.63225361780646,English,understands,verbs,touch
15.941659707776735,English,understands,nouns,towel
12.911742432388628,English,understands,nouns,toy (object)
15.842913244343361,English,understands,nouns,train
15.828334765250789,English,understands,nouns,trash
15.179496715620225,English,understands,nouns,tree
14.414421789431016,English,understands,nouns,truck
13.499701303220643,English,understands,nouns,tummy
20.303744570194034,English,understands,nouns,turkey
18.286493572517372,English,understands,nouns,turtle
13.18643671019545,English,understands,nouns,tv
10.525906497202907,English,understands,other,uh oh
23.327357877895842,English,understands,other,uncle
17.11503864158702,English,understands,function_words,under
13.25590062322074,English,understands,function_words,up
15.260270248082453,English,understands,nouns,vacuum
14.094919398121439,English,understands,other,vroom
15.803983608760328,English,understands,other,wait
13.50874840975435,English,understands,verbs,walk
15.651373678047307,English,understands,other,wanna/want to
14.922625565309078,English,understands,verbs,wash
17.286841258178196,English,understands,verbs,watch (action)
17.141282484749805,English,understands,nouns,watch (object)
12.705945377384486,English,understands,nouns,water (beverage)
13.375405834214588,English,understands,nouns,water (not beverage)
16.44597897412118,English,understands,adjectives,wet
16.627099421961535,English,understands,function_words,what
22.648719837598073,English,understands,function_words,when
14.846758039638116,English,understands,function_words,where
17.980775944895214,English,understands,function_words,who
22.1117117080706,English,understands,function_words,why
15.183425235452912,English,understands,nouns,window
15.995057597098162,English,understands,verbs,wipe
12.064234103222118,English,understands,other,woof woof
18.563250103801334,English,understands,nouns,work (place)
18.645637875876726,English,understands,verbs,write
17.007824077367886,English,understands,nouns,backyard
11.953443702122637,English,understands,other,yes
16.89370478743141,English,understands,function_words,you
18.87962676273742,English,understands,function_words,your
14.291699855483637,English,understands,adjectives,yucky
11.739780053265402,English,understands,other,yum yum
17.982333863079607,English,understands,nouns,zipper
19.859689366883938,English,understands,nouns,zoo
23.633988005217297,Spanish,produces,function_words,"un, una, unas, unos"
25.686721630114388,Spanish,produces,function_words,mucho
33.85496467607582,Spanish,produces,other,después
24.219953692392565,Spanish,produces,function_words,otro/otra vez
21.19790590031054,Spanish,produces,nouns,avión
26.109217915880702,Spanish,produces,function_words,todo
19.47708522063995,Spanish,produces,function_words,ya
21.062948054778502,Spanish,produces,function_words,también
26.856896148877212,Spanish,produces,adjectives,enojado
25.199463686191464,Spanish,produces,nouns,animal
24.436490470085324,Spanish,produces,nouns,hormiga
22.055728010994866,Spanish,produces,nouns,manzana
20.0344715156676,Spanish,produces,nouns,brazos
27.528187492837237,Spanish,produces,nouns,atole
19.666189109346156,Spanish,produces,other,tía
24.802164133785674,Spanish,produces,other,bee/mee
16.816996497158108,Spanish,produces,other,bebé
34.66572296282074,Spanish,produces,other,nana
28.323147254953636,Spanish,produces,function_words,atrás
27.184187123569785,Spanish,produces,adjectives,malo
18.130465793315015,Spanish,produces,nouns,pelota
18.87854787890023,Spanish,produces,nouns,globo/bomba
21.715664230781073,Spanish,produces,nouns,plátano/banana
22.946966847937695,Spanish,produces,other,¡pum!
20.93423846912078,Spanish,produces,nouns,baño
24.16982435649411,Spanish,produces,nouns,tina
30.862883651629634,Spanish,produces,function_words,"estar, ser"
30.969858231188493,Spanish,produces,"nouns, other",playa
23.50731758211744,Spanish,produces,nouns,frijoles
22.09425793792325,Spanish,produces,nouns,oso
20.349378747135002,Spanish,produces,nouns,cama
29.119965104838432,Spanish,produces,nouns,recámara
28.872153729463513,Spanish,produces,nouns,abeja
24.773271052582583,Spanish,produces,nouns,ombligo
24.820019116600488,Spanish,produces,nouns,babero
23.91181344130393,Spanish,produces,nouns,bicicleta
26.45358926857944,Spanish,produces,adjectives,grande
22.727017250513462,Spanish,produces,nouns,pájaro
25.480701541969005,Spanish,produces,verbs,morder
23.639155603740218,Spanish,produces,nouns,cobija
21.013692200492827,Spanish,produces,other,¡salud!
26.943799079428914,Spanish,produces,verbs,soplar
26.875652825539042,Spanish,produces,adjectives,azul
26.298466629127383,Spanish,produces,nouns,barco
24.69946357169371,Spanish,produces,nouns,libro
26.105068397618872,Spanish,produces,nouns,botas
20.336409254618264,Spanish,produces,nouns,botella/mamila
23.84778053057939,Spanish,produces,nouns,caja
21.25348374888985,Spanish,produces,other,niño
16.72293670701088,Spanish,produces,nouns,pan
25.68262375218596,Spanish,produces,verbs,romper
23.331393878842253,Spanish,produces,nouns,chichi/pecho
27.252607641133345,Spanish,produces,adjectives,roto
23.30573409962408,Spanish,produces,nouns,escoba
26.770256117294547,Spanish,produces,other,hermano
22.066538204180983,Spanish,produces,nouns,cepillo
24.117166412778587,Spanish,produces,nouns,conejo
26.350619954969183,Spanish,produces,nouns,mariposa
24.063735927028464,Spanish,produces,nouns,botón
16.39430559431961,Spanish,produces,other,adíos/byebye
22.192901653914344,Spanish,produces,nouns,pastel
28.55942561726942,Spanish,produces,verbs,poder
27.648335055815487,Spanish,produces,nouns,vela
20.439818393052697,Spanish,produces,nouns,dulce
19.228099492536522,Spanish,produces,nouns,carro/coche
20.537038392533223,Spanish,produces,adjectives,cuidado
19.512875058079153,Spanish,produces,nouns,gato
28.472784523390796,Spanish,produces,nouns,cereal
20.41089951613367,Spanish,produces,nouns,silla
25.207989710498016,Spanish,produces,nouns,cachete
22.917310672597193,Spanish,produces,nouns,queso
22.220071446190566,Spanish,produces,nouns,pollito
20.49861945776028,Spanish,produces,nouns,pollo
21.742694400293182,Spanish,produces,other,(nombre del niño/a)
21.250294342610253,Spanish,produces,nouns,chile
25.27599658888912,Spanish,produces,other,tutú
28.29637853470093,Spanish,produces,"nouns, other",iglesia/templo
29.045002077718426,Spanish,produces,nouns,cigarros
27.056274565984996,Spanish,produces,adjectives,limpio
21.361797410020856,Spanish,produces,verbs,subir
24.922536606556818,Spanish,produces,verbs,cerrar
28.60532262956878,Spanish,produces,nouns,ropero/closet
26.74990760430132,Spanish,produces,nouns,trapo
26.23434239820698,Spanish,produces,nouns,nube
27.24444031180294,Spanish,produces,other,quiquiriquí
24.390692957731225,Spanish,produces,nouns,café
23.13446429924374,Spanish,produces,adjectives,frío
24.083705564520553,Spanish,produces,verbs,peinar(se)
22.935064872883594,Spanish,produces,nouns,peine
19.520399900097363,Spanish,produces,nouns,galleta
33.11455756959153,Spanish,produces,nouns,sofá
21.942150414644278,Spanish,produces,nouns,vaca
23.148206119221122,Spanish,produces,nouns,cuna
23.82674457131531,Spanish,produces,verbs,llorar
23.469688368210907,Spanish,produces,nouns,taza
28.07979755797944,Spanish,produces,adjectives,guapo
12.714317976110083,Spanish,produces,other,papá/papi
22.959071903141382,Spanish,produces,verbs,bailar
30.72855905834112,Spanish,produces,adjectives,oscuro
29.108880725493965,Spanish,produces,other,día
32.14224110090007,Spanish,produces,nouns,venado
20.04450209075473,Spanish,produces,nouns,pañal
37.22116729025603,Spanish,produces,adjectives,diferente
24.97680756986609,Spanish,produces,adjectives,sucio
17.920952075851808,Spanish,produces,nouns,perro
22.747707240960324,Spanish,produces,nouns,muñeca
24.199396669320848,Spanish,produces,nouns,burro
21.970011366176475,Spanish,produces,nouns,puerta
23.977648380130958,Spanish,produces,function_words,abajo
27.008137803057583,Spanish,produces,verbs,dibujar
25.997588002437656,Spanish,produces,nouns,cajón
25.917830570312553,Spanish,produces,nouns,vestido
28.61098352603302,Spanish,produces,nouns,tambor
20.855482618136723,Spanish,produces,verbs,secar(se)
21.472310614916843,Spanish,produces,nouns,pato
20.20123074470999,Spanish,produces,nouns,orejas
20.4214988816114,Spanish,produces,other,temprano
26.16911567535805,Spanish,produces,nouns,aretes
21.481361348465953,Spanish,produces,verbs,comer(se)
27.974400152692603,Spanish,produces,verbs,desayunar
28.096955795374633,Spanish,produces,verbs,cenar
20.50321673688935,Spanish,produces,nouns,huevo
24.299129110575862,Spanish,produces,nouns,elefante
34.15305510654989,Spanish,produces,adjectives,vacío
20.189736351630895,Spanish,produces,nouns,ojos
22.17055247621707,Spanish,produces,nouns,cara
23.172704401907865,Spanish,produces,verbs,caer(se)
32.20168807371538,Spanish,produces,other,familia
32.48672303755545,Spanish,produces,"nouns, other",campo
20.523438581030046,Spanish,produces,nouns,dedos
19.90954192413686,Spanish,produces,verbs,acabar(se)
20.88260071415263,Spanish,produces,nouns,camión de bomberos
25.198361773859837,Spanish,produces,nouns,pescado
22.97813612763071,Spanish,produces,nouns,flor
23.249176692422793,Spanish,produces,nouns,mosca
21.24359303142691,Spanish,produces,nouns,comida
20.664528938825462,Spanish,produces,nouns,pies
29.48428454818035,Spanish,produces,function_words,para
26.624171815292556,Spanish,produces,nouns,tenedor
26.171247852717503,Spanish,produces,nouns,rana
30.135134506327844,Spanish,produces,adjectives,lleno
19.973228435878838,Spanish,produces,nouns,cochera/garaje
27.230127483712202,Spanish,produces,"nouns, other",jardín
28.44318956542667,Spanish,produces,nouns,jirafa
20.85265756855232,Spanish,produces,other,niña
24.21968794681105,Spanish,produces,verbs,dar
19.893106195266625,Spanish,produces,nouns,vaso
24.356085144168002,Spanish,produces,nouns,lentes
24.134675656673352,Spanish,produces,verbs,ir(se)
20.669410263608192,Spanish,produces,nouns,cabra
29.543563913740066,Spanish,produces,other,padrino
28.739277665429842,Spanish,produces,other,madrina
21.207332055644233,Spanish,produces,other,buenas día
25.144040620800343,Spanish,produces,other,buenas noches
18.557423438472238,Spanish,produces,other,abuela
20.807249204022288,Spanish,produces,other,abuelo
23.974476944311903,Spanish,produces,nouns,uvas
29.98164146771436,Spanish,produces,adjectives,verde
20.509702079069065,Spanish,produces,nouns,pelo
22.62945650068908,Spanish,produces,nouns,jamón
29.607964735818076,Spanish,produces,nouns,martillo
19.86926560580067,Spanish,produces,nouns,manos (body_parts)
19.788676938892834,Spanish,produces,other,manos (games_routines)
21.344832218393712,Spanish,produces,adjectives,contento
35.35640358547283,Spanish,produces,adjectives,difícil
27.2398710247453,Spanish,produces,nouns,sombrero
29.430335027127565,Spanish,produces,verbs,tener
30.238893883419752,Spanish,produces,other,tengo manita
23.862750150151733,Spanish,produces,function_words,él (pronouns)
20.46337672081686,Spanish,produces,nouns,cabeza
28.48689893368085,Spanish,produces,adjectives,pesado
25.925238434855,Spanish,produces,verbs,ayudar
24.022281643851716,Spanish,produces,nouns,gallina
26.143669688371062,Spanish,produces,function_words,ella
23.599846409047988,Spanish,produces,function_words,aquí
18.49422165312328,Spanish,produces,other,hola
30.396668356251368,Spanish,produces,function_words,lo
32.682017049995515,Spanish,produces,nouns,hipopótamo
30.67394066677097,Spanish,produces,function_words,su
24.667783506207037,Spanish,produces,verbs,pegar(se)
18.19867303779951,Spanish,produces,other,pipí (coche)
20.50496538779888,Spanish,produces,nouns,caballo
21.69158963464374,Spanish,produces,adjectives,caliente
24.144634579443434,Spanish,produces,nouns,salchicha
20.6436844883069,Spanish,produces,"nouns, other",casa
29.40579751651422,Spanish,produces,function_words,cómo
25.41694637677377,Spanish,produces,adjectives,hambre
28.744610560538437,Spanish,produces,verbs,apurar(se)
24.388538646641344,Spanish,produces,verbs,doler
21.179520253494662,Spanish,produces,function_words,yo
25.343824545889373,Spanish,produces,nouns,helado/nieve
28.557797567500394,Spanish,produces,function_words,en
27.261888913584247,Spanish,produces,function_words,adentro
29.45168841534189,Spanish,produces,function_words,le
21.080715456460336,Spanish,produces,nouns,jugo
23.745738928016404,Spanish,produces,verbs,brincar
19.675453952499243,Spanish,produces,nouns,llaves
33.555749994942396,Spanish,produces,other,acerrín
19.83621595395465,Spanish,produces,other,besitos
24.43140886863911,Spanish,produces,nouns,cocina
26.04455431510731,Spanish,produces,nouns,rodilla
24.673326812886337,Spanish,produces,nouns,cuchillo
27.22174905584715,Spanish,produces,nouns,borrego
24.226824966668225,Spanish,produces,nouns,piernas
20.659775260236255,Spanish,produces,nouns,luz
24.60002750935871,Spanish,produces,nouns,león
28.02549454437352,Spanish,produces,adjectives,"chico, poco"
25.954555551181702,Spanish,produces,nouns,sala
20.216519015373457,Spanish,produces,nouns,paleta
26.516674068274693,Spanish,produces,verbs,mirar
21.08172564761881,Spanish,produces,other,ojitos
24.997600340006805,Spanish,produces,other,señor
27.216389810591835,Spanish,produces,function_words,me
21.442207300959076,Spanish,produces,nouns,carne
24.112279800458577,Spanish,produces,nouns,medicina
18.774500848717853,Spanish,produces,other,miau
17.282001343060283,Spanish,produces,nouns,leche
18.93138297240071,Spanish,produces,function_words,"mía, mías, mío, míos"
25.412258305716854,Spanish,produces,nouns,espejo
12.636021466947316,Spanish,produces,other,mamá/mami
21.89864635597374,Spanish,produces,nouns,dinero
25.672395319247425,Spanish,produces,nouns,mono
22.375896996865713,Spanish,produces,other,muu
22.263917250948573,Spanish,produces,nouns,luna
19.15689861108927,Spanish,produces,function_words,más
22.315249532658886,Spanish,produces,nouns,moto
24.16987447702721,Spanish,produces,nouns,ratón
19.69370152031808,Spanish,produces,nouns,boca
27.88404049616973,Spanish,produces,nouns,bigote
21.815689910227572,Spanish,produces,other,hacer la meme
29.210178014367997,Spanish,produces,nouns,collar
28.693944294143588,Spanish,produces,adjectives,nuevo
27.841208714834018,Spanish,produces,other,noche
15.650012593581343,Spanish,produces,"function_words, other",no
22.491607430446642,Spanish,produces,function_words,no hay
21.09663470893761,Spanish,produces,nouns,nariz
27.8902068389083,Spanish,produces,function_words,nada
26.801457905222826,Spanish,produces,other,ahorita/ahora
28.581065452923603,Spanish,produces,function_words,de
32.08080205621064,Spanish,produces,adjectives,viejo
35.565812235987465,Spanish,produces,function_words,encima
19.979668046572698,Spanish,produces,other,uno dos tres
21.287230471104007,Spanish,produces,verbs,abrir
22.422375641014717,Spanish,produces,nouns,naranja
13.843934451891775,Spanish,produces,other,¡ay!
25.714530355530197,Spanish,produces,function_words,afuera
32.943417802071394,Spanish,produces,nouns,horno
30.24992710630284,Spanish,produces,nouns,búho
24.590998286947787,Spanish,produces,nouns,chupón/chupete
25.76343106081479,Spanish,produces,verbs,pintar
26.37623214763846,Spanish,produces,nouns,pijama
22.553487439332265,Spanish,produces,nouns,pantalón
21.678218053023244,Spanish,produces,nouns,papel
27.38401198111142,Spanish,produces,"nouns, other",parque
25.193401629376815,Spanish,produces,"nouns, other",fiesta
25.57642450296895,Spanish,produces,other,tortillitas
21.957859091228073,Spanish,produces,nouns,lápiz
31.746869612868807,Spanish,produces,nouns,pingüino
32.67900202688516,Spanish,produces,other,persona
23.275369817170677,Spanish,produces,nouns,fotos
30.081639965263157,Spanish,produces,nouns,cuadro
27.35897768467139,Spanish,produces,nouns,puerco
23.851020319677573,Spanish,produces,nouns,almohada
26.49604893599582,Spanish,produces,nouns,planta
21.315651254385877,Spanish,produces,nouns,plato
23.301565492914822,Spanish,produces,verbs,jugar
22.55446143584821,Spanish,produces,other,por favor
29.674697517490568,Spanish,produces,nouns,alberca/piscina
26.48363728275348,Spanish,produces,nouns,bacinica
24.69183249170071,Spanish,produces,adjectives,bonita
20.588224427301483,Spanish,produces,nouns,bolsa
28.756157271576086,Spanish,produces,verbs,empujar
24.590513428703986,Spanish,produces,verbs,"meter(se), poner(se)"
24.04942610553261,Spanish,produces,other,cuacuá
27.527854699182374,Spanish,produces,nouns,quesadilla
25.58093669150646,Spanish,produces,nouns,radio
24.41807179320382,Spanish,produces,nouns,lluvia
30.355553862795254,Spanish,produces,verbs,leer
27.803016384831523,Spanish,produces,adjectives,rojo
26.760539078127607,Spanish,produces,nouns,refrigerador
22.784276762032512,Spanish,produces,nouns,arroz
24.579486511634745,Spanish,produces,nouns,piedra
28.4710915923575,Spanish,produces,nouns,techo
24.296397664065868,Spanish,produces,nouns,cuarto
24.10286602421333,Spanish,produces,verbs,correr
30.59531786320768,Spanish,produces,adjectives,triste
33.21813580439501,Spanish,produces,adjectives,igual
29.295183432472538,Spanish,produces,verbs,decir
20.08124242923667,Spanish,produces,adjectives,miedo
23.27030052229199,Spanish,produces,"nouns, other",escuela
25.721878438939065,Spanish,produces,nouns,tijeras
20.97991826700648,Spanish,produces,verbs,ver
31.08819740559581,Spanish,produces,function_words,se
18.763198035686525,Spanish,produces,other,shh
17.86246536571278,Spanish,produces,nouns,zapato
27.79698762664976,Spanish,produces,nouns,shorts
30.350728150317398,Spanish,produces,verbs,enseñar
27.623142742449463,Spanish,produces,nouns,regadera/ducha
27.884580136401503,Spanish,produces,adjectives,enfermo
23.873124790435096,Spanish,produces,verbs,cantar
29.158102891999057,Spanish,produces,nouns,lavabo
25.556938520416395,Spanish,produces,other,hermana
24.68018674212367,Spanish,produces,verbs,sentar(se)
27.644960042269297,Spanish,produces,nouns,falda
24.520346058473514,Spanish,produces,nouns,cielo
21.92078486467285,Spanish,produces,verbs,dormir(se)
20.618741853591338,Spanish,produces,adjectives,sueño
27.31036099931109,Spanish,produces,nouns,resbaladilla
30.618378946411323,Spanish,produces,nouns,nieve
21.178558283543257,Spanish,produces,nouns,jabón
20.609021884219615,Spanish,produces,nouns,calcetines
21.281431987616383,Spanish,produces,nouns,soda/refresco
34.71567118748332,Spanish,produces,adjectives,suave
18.649306112010926,Spanish,produces,nouns,sopa
22.809246613655336,Spanish,produces,nouns,araña
21.829135594218563,Spanish,produces,nouns,cuchara
30.930178407236884,Spanish,produces,nouns,ardilla
20.16690267484083,Spanish,produces,nouns,escalera
25.456285324395544,Spanish,produces,nouns,estrella
27.292449462658226,Spanish,produces,verbs,parar(se)
23.507207614245857,Spanish,produces,"nouns, other",tienda/mercado
26.085343076318974,Spanish,produces,nouns,estufa
20.136724607959927,Spanish,produces,"nouns, other",calle
28.40699951040941,Spanish,produces,nouns,carreola
21.81784155289796,Spanish,produces,nouns,sol
23.762851151772793,Spanish,produces,nouns,suéter
25.66185109424462,Spanish,produces,nouns,columpio
27.406361577586022,Spanish,produces,nouns,playera
21.141109105334362,Spanish,produces,nouns,mesa
25.540539807854874,Spanish,produces,verbs,"llevar(se), tomar(se)"
27.9876254431321,Spanish,produces,verbs,sacar
25.731936066003126,Spanish,produces,other,maestra
22.41836121414155,Spanish,produces,nouns,osito
22.234562559459576,Spanish,produces,nouns,teléfono
18.350455628137883,Spanish,produces,other,gracias
21.48206197951629,Spanish,produces,function_words,"aquel, aquella, esa, ese, eso"
24.848485653026433,Spanish,produces,function_words,"el (articles), la, las, los"
33.44841107422399,Spanish,produces,function_words,les
21.851810300159375,Spanish,produces,function_words,"ahí, alla/allí"
31.491701376858842,Spanish,produces,function_words,"éstas, éstos"
32.56740238604953,Spanish,produces,function_words,"ellas, ellos"
20.067021360426775,Spanish,produces,adjectives,sed
23.047228322330877,Spanish,produces,function_words,"ésta, éste, esto"
29.831034705619867,Spanish,produces,function_words,"esas, esos"
24.64372532897193,Spanish,produces,verbs,"aventar, tirar"
25.502099826109898,Spanish,produces,other,cosquillitas
28.539220274798783,Spanish,produces,nouns,tigre
28.516326809657055,Spanish,produces,adjectives,cansado
30.583331400828765,Spanish,produces,other,hoy
28.51426225739826,Spanish,produces,other,mañana
22.560890234634527,Spanish,produces,nouns,lengua
21.520300499309513,Spanish,produces,nouns,dientes
23.96820074240303,Spanish,produces,nouns,cepillo de dientes
21.348386626926402,Spanish,produces,nouns,tortilla
27.401932997364607,Spanish,produces,verbs,tocar
25.03411070643938,Spanish,produces,nouns,toalla
22.588338751576224,Spanish,produces,nouns,juguete
22.318179866253583,Spanish,produces,nouns,tren
21.629921764220764,Spanish,produces,nouns,basura
22.741786407187313,Spanish,produces,nouns,árbol
26.28783061548625,Spanish,produces,nouns,camión/troca
20.95118092566313,Spanish,produces,nouns,panza
34.73717751106487,Spanish,produces,nouns,guajolote
23.9100736961329,Spanish,produces,verbs,apagar
28.999226572075578,Spanish,produces,verbs,prender
27.06395241701513,Spanish,produces,nouns,tortuga
21.553316456045824,Spanish,produces,nouns,televisión
20.749235127666076,Spanish,produces,other,pío pío
24.47748342101053,Spanish,produces,adjectives,feo
20.694683616079644,Spanish,produces,other,tío
22.01228118472774,Spanish,produces,nouns,calzón
23.949488079867827,Spanish,produces,function_words,arriba
35.91699309339866,Spanish,produces,nouns,aspiradora
29.748722754916482,Spanish,produces,verbs,esperar(se)
24.360623089849906,Spanish,produces,verbs,caminar
25.84353354800661,Spanish,produces,verbs,querer
24.728178087536552,Spanish,produces,verbs,lavar(se)
24.799623935992276,Spanish,produces,nouns,reloj
13.29688757477936,Spanish,produces,nouns,agua
20.51213811699813,Spanish,produces,verbs,mojar(se)
21.4848100556504,Spanish,produces,function_words,qué
20.166700383974398,Spanish,produces,function_words,dónde está
29.029990013209115,Spanish,produces,function_words,cuál
27.598377671869287,Spanish,produces,function_words,quién
27.772720990999936,Spanish,produces,function_words,por qué
23.584289926398785,Spanish,produces,nouns,ventana
27.07769459839008,Spanish,produces,nouns,lobo
26.49555188544733,Spanish,produces,other,señora
14.240926708195772,Spanish,produces,other,guaguá
21.126064253089275,Spanish,produces,verbs,trabajar
26.985763713886897,Spanish,produces,verbs,escribir
27.98631766749715,Spanish,produces,adjectives,amarillo
16.742626225354222,Spanish,produces,"function_words, other",sí
32.0105783948267,Spanish,produces,other,ayer
22.377893289015507,Spanish,produces,function_words,"te, tú"
24.72949157257326,Spanish,produces,function_words,"tuya, tuyas, tuyo, tuyos"
21.748270684846023,Spanish,produces,adjectives,fuchi
13.127848852707412,Spanish,produces,other,¡am!
30.468747226948594,Spanish,produces,nouns,cierre
33.054058393069504,Spanish,produces,"nouns, other",zoológico
18.691600324255923,Spanish,understands,function_words,"un, una, unas, unos"
19.181863997645102,Spanish,understands,function_words,mucho
21.063825646897314,Spanish,understands,other,después
16.201879095775123,Spanish,understands,function_words,otro/otra vez
15.864908930845736,Spanish,understands,nouns,avión
18.78502026031502,Spanish,understands,function_words,todo
16.248118782253666,Spanish,understands,function_words,ya
21.364363171251462,Spanish,understands,function_words,también
17.51764508711238,Spanish,understands,adjectives,enojado
17.666327967044694,Spanish,understands,nouns,animal
18.02183969303445,Spanish,understands,nouns,hormiga
14.198658679176834,Spanish,understands,nouns,manzana
15.44845809058699,Spanish,understands,nouns,brazos
19.464525759891135,Spanish,understands,nouns,atole
14.817931722686264,Spanish,understands,other,tía
17.534684665550046,Spanish,understands,other,bee/mee
10.758122035870459,Spanish,understands,other,bebé
21.93938271884361,Spanish,understands,other,nana
19.0096789164088,Spanish,understands,function_words,atrás
20.148110681396663,Spanish,understands,adjectives,malo
9.196355460906409,Spanish,understands,nouns,pelota
11.251825813028097,Spanish,understands,nouns,globo/bomba
13.070789627915312,Spanish,understands,nouns,plátano/banana
17.360560239101645,Spanish,understands,other,¡pum!
12.960905232672337,Spanish,understands,nouns,baño
15.23688332657833,Spanish,understands,nouns,tina
17.813060251798117,Spanish,understands,function_words,"estar, ser"
20.224034369381716,Spanish,understands,nouns,playa
16.6360218717654,Spanish,understands,nouns,frijoles
20.211201666067048,Spanish,understands,nouns,oso
10.720646863245957,Spanish,understands,nouns,cama
19.829017509581213,Spanish,understands,nouns,recámara
19.854667993855553,Spanish,understands,nouns,abeja
16.10716902676154,Spanish,understands,nouns,ombligo
15.303139783147227,Spanish,understands,nouns,babero
16.87963611712968,Spanish,understands,nouns,bicicleta
20.357653292107795,Spanish,understands,adjectives,grande
14.804751405409089,Spanish,understands,nouns,pájaro
12.699706277108533,Spanish,understands,verbs,morder
14.967248612682583,Spanish,understands,nouns,cobija
18.09016576161976,Spanish,understands,other,¡salud!
14.05702845640253,Spanish,understands,verbs,soplar
22.099232197164035,Spanish,understands,adjectives,azul
18.7830638124239,Spanish,understands,nouns,barco
17.084419466329063,Spanish,understands,nouns,libro
19.921962674556436,Spanish,understands,nouns,botas
10.048897929139573,Spanish,understands,nouns,botella/mamila
17.412834008880544,Spanish,understands,nouns,caja
16.47810703189149,Spanish,understands,other,niño
10.537674030340487,Spanish,understands,nouns,pan
17.120900568819522,Spanish,understands,verbs,romper
17.183178909506903,Spanish,understands,nouns,chichi/pecho
19.454725330391586,Spanish,understands,adjectives,roto
15.406971005948467,Spanish,understands,nouns,escoba
17.639851747347976,Spanish,understands,other,hermano
13.64732369123421,Spanish,understands,nouns,cepillo
19.283382300153146,Spanish,understands,nouns,conejo
19.141120050782977,Spanish,understands,nouns,mariposa
18.716816874772924,Spanish,understands,nouns,botón
5.3731905489431915,Spanish,understands,other,adíos/byebye
17.409488148200467,Spanish,understands,nouns,pastel
19.463170767644794,Spanish,understands,verbs,poder
20.584642948603275,Spanish,understands,nouns,vela
12.201169869487375,Spanish,understands,nouns,dulce
10.532390041368386,Spanish,understands,nouns,carro/coche
16.334446191943723,Spanish,understands,adjectives,cuidado
13.300384338441617,Spanish,understands,nouns,gato
19.23192409871446,Spanish,understands,nouns,cereal
13.092261292120343,Spanish,understands,nouns,silla
17.805389611053805,Spanish,understands,nouns,cachete
17.50983667500752,Spanish,understands,nouns,queso
15.8232201200662,Spanish,understands,nouns,pollito
14.586591053596395,Spanish,understands,nouns,pollo
11.58340388936658,Spanish,understands,other,(nombre del niño/a)
16.567099636920236,Spanish,understands,nouns,chile
19.02523163674745,Spanish,understands,other,tutú
19.398046192285786,Spanish,understands,nouns,iglesia/templo
20.325895617243162,Spanish,understands,nouns,cigarros
19.24127143048829,Spanish,understands,adjectives,limpio
14.236034771497454,Spanish,understands,verbs,subir
14.555459761274113,Spanish,understands,verbs,cerrar
18.27885836939803,Spanish,understands,nouns,ropero/closet
17.923160731696562,Spanish,understands,nouns,trapo
19.482191114305053,Spanish,understands,nouns,nube
18.020399329823952,Spanish,understands,other,quiquiriquí
20.208168581184978,Spanish,understands,nouns,café
16.37676766587497,Spanish,understands,adjectives,frío
