itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_131,torta,word,food_drink,produces,torta/lonche,,lunch sub,
item_132,tortila,word,food_drink,produces,tortilla,tortilla,tortilla,
item_133,uvas,word,food_drink,produces,uvas,grapes,grapes,
item_134,vainilla,word,food_drink,produces,vainilla,,vanilla,
item_135,vitamina,word,food_drink,produces,vitaminas,,vitamin,
item_136,yoghurt,word,food_drink,produces,yoghurt,,yogurt,
item_137,zanahori,word,food_drink,produces,zanahoria,,carrot,
item_138,abrigo,word,clothing,produces,abrigo,,coat,
item_139,aretes,word,clothing,produces,aretes,earrings,earrings,
item_140,babera,word,clothing,produces,babero,bib,bib,
item_141,bolsa1,word,clothing,produces,bolsa,purse,purse,
item_142,botas,word,clothing,produces,botas,boots,boots,
item_143,boton,word,clothing,produces,botón,button,button,
item_144,bufanda,word,clothing,produces,bufanda,,scarf,
item_145,calcetin,word,clothing,produces,calcetín,sock,sock,
item_146,calzon,word,clothing,produces,calzón,underpants,underwear,
item_147,camisa,word,clothing,produces,camisa,,shirt,
item_148,chancla,word,clothing,produces,chancla,,slipper,
item_149,cierre,word,clothing,produces,cierre,zipper,zipper,
item_150,collar,word,clothing,produces,collar,necklace,necklace,
item_151,falda,word,clothing,produces,falda,skirt,skirt,
item_152,gorra,word,clothing,produces,gorra,,cap,
item_153,guantes,word,clothing,produces,guantes,,gloves,
item_154,lentes,word,clothing,produces,lentes,glasses,eyeglasses,
item_155,medias,word,clothing,produces,medias,tights,tights,
item_156,panal,word,clothing,produces,pañal,diaper,diaper,
item_157,pantalon,word,clothing,produces,pantalón,pants,pants,
item_158,pijama,word,clothing,produces,pijama,pajamas,pajamas,
item_159,playera,word,clothing,produces,playera,t-shirt,t-shirt,
item_160,ropas,word,clothing,produces,ropa,,clothes,
item_161,shorts,word,clothing,produces,shorts,shorts,shorts,
item_162,sombrero,word,clothing,produces,sombrero,hat,hat,
item_163,sueter,word,clothing,produces,suéter,sweater,sweater,
item_164,vestido,word,clothing,produces,vestido,dress (object),dress,
item_165,zapato,word,clothing,produces,zapato,shoe,shoe,
item_166,barba,word,body_parts,produces,barba,,beard,
item_167,bigote,word,body_parts,produces,bigote,moustache,moustache,
item_168,boca,word,body_parts,produces,boca,mouth,mouth,
item_169,brazo,word,body_parts,produces,brazo,arm,arm,
item_170,cabeza,word,body_parts,produces,cabeza,head,head,
item_171,cachete,word,body_parts,produces,cachete,cheek,cachete,
item_172,cara,word,body_parts,produces,cara,face,face,
item_173,chichi,word,body_parts,produces,chichi/pecho*,breast,breast,
item_174,dedo,word,body_parts,produces,dedo,finger,finger,
item_175,dientes,word,body_parts,produces,dientes,tooth,teeth,
item_176,gargnta,word,body_parts,produces,garganta/anginas,,throat,
item_177,hombro,word,body_parts,produces,hombro,,shoulder,
item_178,labios,word,body_parts,produces,labios,,lips,
item_179,lengua,word,body_parts,produces,lengua,tongue,tongue,
item_180,mano,word,body_parts,produces,mano,hand,hand,
item_181,nalgas,word,body_parts,produces,nalgas*,,buttocks,
item_182,nariz,word,body_parts,produces,nariz,nose,nose,
item_183,ojos,word,body_parts,produces,ojos,eye,eyes,
item_184,ombligo,word,body_parts,produces,ombligo,belly button,belly button,
item_185,oreja,word,body_parts,produces,oreja,ear,ear,
item_186,panza,word,body_parts,produces,panza,tummy,belly,
item_187,pelo,word,body_parts,produces,pelo,hair,hair,
item_188,pene,word,body_parts,produces,pene*,penis,penis,
item_189,piernas,word,body_parts,produces,piernas,leg,legs,
item_190,pies,word,body_parts,produces,pies,foot,feet,
item_191,rodilla,word,body_parts,produces,rodilla,knee,knee,
item_192,vagina,word,body_parts,produces,vagina*,vagina,vagina,
item_193,bat,word,toys,produces,bat,bat,bat,
item_194,burbujas,word,toys,produces,burbujas,,bubbles,
item_195,colores,word,toys,produces,colores,,colors,
item_196,crayolas,word,toys,produces,crayolas,,crayons,
item_197,globo,word,toys,produces,globo/bomba,balloon,air balloon,
item_198,hoja,word,toys,produces,hoja/papel,,paper,
item_199,juguete,word,toys,produces,juguete,toy (object),toy,
item_200,lapiz,word,toys,produces,lápiz,pen/pencil,pencil,
item_201,libro,word,toys,produces,libro,book,book,
item_202,muneca,word,toys,produces,muñeca,doll,baby doll,
item_203,osito,word,toys,produces,osito,teddybear,teddy bear,
item_204,patines,word,toys,produces,patines,,roller skates,
item_205,pelota,word,toys,produces,pelota,ball,ball,
item_206,pintura,word,toys,produces,pinturas,,painting,
item_207,plastlin,word,toys,produces,plastilina,,clay,
item_208,pluma,word,toys,produces,pluma/plumones,,pen,
item_209,tambor,word,toys,produces,tambor,drum,drum,
item_210,tricicl2,word,toys,produces,triciclo,,tricycle (toy),
item_211,almohada,word,household,produces,almohada,pillow,pillow,
item_212,aspirdor,word,household,produces,aspiradora,vacuum,vacuum cleaner,
item_213,basura,word,household,produces,basura,trash,garbage can,
item_214,bolsa2,word,household,produces,bolsa,,bag,
item_215,botlmaml,word,household,produces,botella/mamila,bottle,bottle,
item_216,caja,word,household,produces,caja,box,box,
item_217,camara,word,household,produces,cámara,,camera,
item_218,canasta,word,household,produces,canasta,,basket,
item_219,cassette,word,household,produces,cassette,,cassette,
item_220,cepillo,word,household,produces,cepillo,brush (object),brush,
item_221,cepidnte,word,household,produces,cepillo de dientes,toothbrush,toothbrush,
item_222,cerills,word,household,produces,cerillos,,matches,
item_223,chupete,word,household,produces,chupón/chupete,pacifier,pacifier,
item_224,cigarrs,word,household,produces,cigarros,cigarette,cigarettes,
item_225,clavo,word,household,produces,clavo,,nail,
item_226,cobija,word,household,produces,cobija,blanket,blanket,
item_227,cuadro,word,household,produces,cuadro,picture,picture,
item_228,cubeta,word,household,produces,cubeta,,tray,
item_229,cuchara,word,household,produces,cuchara,spoon,spoon,
item_230,cuchillo,word,household,produces,cuchillo,knife,knife,
item_231,dinero,word,household,produces,dinero,money,money,
item_232,escoba,word,household,produces,escoba,broom,broom,
item_233,espejo,word,household,produces,espejo,mirror,mirror,
item_234,fotos,word,household,produces,fotos,photos,photos,
item_235,jabon,word,household,produces,jabón,soap,soap,
item_236,lampara,word,household,produces,lámpara,,lamp,
item_237,luz,word,household,produces,luz,light,light,
item_238,llave,word,household,produces,llave,keys,key,
item_239,martillo,word,household,produces,martillo,hammer,hammer,
item_240,medicina,word,household,produces,medicina,medicine,medicine,
item_241,olla,word,household,produces,olla,,cooking pot,
item_242,panuelo,word,household,produces,pañuelo,,handkerchief,
item_243,papel,word,household,produces,papel,paper,paper,
item_244,pastdnte,word,household,produces,pasta de dientes,,toothpaste,
item_245,peine,word,household,produces,peine,comb (object),hair comb,
item_246,peridco,word,household,produces,periódico,,newspaper,
item_247,plancha,word,household,produces,plancha,,iron,
item_248,plato,word,household,produces,plato,plate,dish,
item_249,radio,word,household,produces,radio,radio,radio,
item_250,reloj,word,household,produces,reloj,watch (object),watch,
item_251,servleta,word,household,produces,servilleta,,napkin,
item_252,tapete,word,household,produces,tapete,,rug,
item_253,taza,word,household,produces,taza,cup,cup,
item_254,telefono,word,household,produces,teléfono,telephone,phone,
item_255,tenedor,word,household,produces,tenedor,fork,fork,
item_256,tijeras,word,household,produces,tijeras,scissors,pair of scissors,
item_257,toalla,word,household,produces,toalla,towel,towel,
item_258,trapo,word,household,produces,trapo,cloth,cloth,
item_259,vasos,word,household,produces,vasos,glass,glasses,
item_260,vela,word,household,produces,vela,candle,candle,
item_261,bacinica,word,furniture_rooms,produces,bacinica,potty,potty,
item_262,banco1,word,furniture_rooms,produces,banco,,bench,
item_263,bano,word,furniture_rooms,produces,baño,bathroom,bath,
item_264,cajon,word,furniture_rooms,produces,cajón,drawer,drawer,
item_265,cama,word,furniture_rooms,produces,cama,bed,bed,
item_266,champu,word,furniture_rooms,produces,champú,,shampoo,
item_267,cochera,word,furniture_rooms,produces,cochera/garage,garage,garage,
item_268,cocina,word,furniture_rooms,produces,cocina,kitchen,kitchen room,
item_269,comptdra,word,furniture_rooms,produces,computadora,,computer,
item_270,cuarto,word,furniture_rooms,produces,cuarto,room,room,
item_271,cuna,word,furniture_rooms,produces,cuna,crib,crib,
item_272,escalera,word,furniture_rooms,produces,escaleras,stairs,stairs,
item_273,estufa,word,furniture_rooms,produces,estufa,stove,stove,
item_274,horno,word,furniture_rooms,produces,horno,oven,oven,
item_275,lavabo,word,furniture_rooms,produces,lavabo,sink,sink,
item_276,lavadora,word,furniture_rooms,produces,lavadora,,washing machine,
item_277,librero,word,furniture_rooms,produces,librero,,bookcase,
item_278,mesa,word,furniture_rooms,produces,mesa,table,table top,
item_279,mueble,word,furniture_rooms,produces,mueble,,piece of furniture,
item_280,patio1,word,furniture_rooms,produces,patio,,patio,
item_281,puerta,word,furniture_rooms,produces,puerta,door,gate,
item_282,recamara,word,furniture_rooms,produces,recámara,bedroom,bedroom,
item_283,refrgrdr,word,furniture_rooms,produces,refrigerador,refrigerator,refrigerator,
item_284,regadera,word,furniture_rooms,produces,regadera/ducha,shower,watering can,
item_285,ropero,word,furniture_rooms,produces,ropero/closet,closet,closet,
item_286,sala,word,furniture_rooms,produces,sala,living room,living room,
item_287,secadora,word,furniture_rooms,produces,secadora,,tumble dryer,
item_288,silla,word,furniture_rooms,produces,silla,chair,chair,
item_289,sillon,word,furniture_rooms,produces,sillón,,lounge chair,
item_290,sofa,word,furniture_rooms,produces,sofá,couch,sofa,
item_291,televisn,word,furniture_rooms,produces,televisión,tv,television,
item_292,tina,word,furniture_rooms,produces,tina,bathtub,tub,
item_293,ventana,word,furniture_rooms,produces,ventana,window,window,
item_294,albrpisc,word,outside,produces,alberca/piscina,pool,pool,
item_295,arbol,word,outside,produces,árbol,tree,tree,
item_296,bandera,word,outside,produces,bandera,,flag,
item_297,cielo,word,outside,produces,cielo,sky,sky,
item_298,coldera,word,outside,produces,coladera,,drain,
item_299,columpio,word,outside,produces,columpio,swing (object),swing,
item_300,estrella,word,outside,produces,estrella,star,star,
item_301,flor,word,outside,produces,flor,flower,flower,
item_302,fuego,word,outside,produces,fuego,,fire,
item_303,hojas,word,outside,produces,hojas,,leaves,
item_304,lena,word,outside,produces,leña,,firewood,
item_305,luna,word,outside,produces,luna,moon,moon,
item_306,lluvia,word,outside,produces,lluvia,rain,rain,
item_307,maceta,word,outside,produces,maceta,,flower pot,
item_308,manguera,word,outside,produces,manguera,,hose,
item_309,muncniev,word,outside,produces,muñeco de nieve,,snowman,
item_310,nieve,word,outside,produces,nieve,snow,snow,
item_311,nube,word,outside,produces,nube,cloud,cloud,
item_312,pala,word,outside,produces,pala,,shovel,
item_313,palo,word,outside,produces,palo,,stick,
item_314,pasto,word,outside,produces,pasto,,grass,
item_315,piedra,word,outside,produces,piedra,rock (object),stone,
item_316,planta,word,outside,produces,planta,plant,plant,
item_317,reja,word,outside,produces,reja,,grill,
item_318,resbadla,word,outside,produces,resbaladilla,slide (object),slide,
item_319,sol,word,outside,produces,sol,sun,sun,
item_320,tanque,word,outside,produces,tanque,,tank,
item_321,techo,word,outside,produces,techo,roof,ceiling,
item_322,tierra,word,outside,produces,tierra,,earth,
item_323,timbre,word,outside,produces,timbre,,doorbell,
item_324,vientair,word,outside,produces,viento/aire,,wind,
item_325,banco2,word,places,produces,banco,,bank,
item_326,bosque,word,places,produces,bosque,,forest,
item_327,calle,word,places,produces,calle,,street,
item_328,campo,word,places,produces,campo,,field,
item_329,casa,word,places,produces,casa,,home,
item_330,cerro,word,places,produces,cerro,,hill,
item_331,cine,word,places,produces,cine,,movie theater,
item_332,circo,word,places,produces,circo,,circus,
item_333,escuela,word,places,produces,escuela,,school,
item_334,fabrica,word,places,produces,fábrica,,factory,
item_335,fiesta,word,places,produces,fiesta,,party,
item_336,hospitl,word,places,produces,hospital/clínica,,hospital,
item_337,iglstmpl,word,places,produces,iglesia/templo,,church,
item_338,jardin,word,places,produces,jardín,,garden,
item_339,oficina,word,places,produces,oficina,,office,
item_340,parque,word,places,produces,parque,,park,
item_341,patio2,word,places,produces,patio,,playground,
item_342,playa,word,places,produces,playa,,beach,
item_343,rancho,word,places,produces,rancho,,ranch,
item_344,rio,word,places,produces,río,,river,
item_345,tienmerc,word,places,produces,tienda/mercado,,market,
item_346,zoologic,word,places,produces,zoológico,,zoo,
item_347,abuela,word,people,produces,abuela*,grandma,grandmother,
item_348,abuelo,word,people,produces,abuelo*,grandpa,grandfather,
item_349,amiga,word,people,produces,amiga*,,female friend,
item_350,amigo,word,people,produces,amigo*,,male friend,
item_351,bebe,word,people,produces,bebé,baby,baby,
item_352,cura,word,people,produces,cura*,,cure,
item_353,doctor,word,people,produces,doctor,,doctor,
item_354,enfermer,word,people,produces,enfermera,,nurse,
item_355,familia,word,people,produces,familia,family,family,
item_356,hermana,word,people,produces,hermana*,sister,sister,
item_357,hermano,word,people,produces,hermano*,brother,brother,
item_358,madrina,word,people,produces,madrina*,godmother,godmother,
item_359,maestra,word,people,produces,maestra*,teacher,teacher,
item_360,mama,word,people,produces,mamá*,mommy,mommy,
item_361,nana,word,people,produces,nana*,babysitter,babysitter,
item_362,nina,word,people,produces,niña,girl,girl,
item_363,nino,word,people,produces,niño,boy,boy,
item_364,padrino,word,people,produces,padrino*,godfather,godfather,
item_365,papa,word,people,produces,papá*,daddy,daddy,
item_366,payaso,word,people,produces,payaso,,clown,
item_367,persona,word,people,produces,persona,person,person,
item_368,policia,word,people,produces,policía,police,police,
item_369,prima,word,people,produces,prima*,,female cousin,
item_370,primo,word,people,produces,primo*,,male cousin,
item_371,senor,word,people,produces,señor,man,man,
item_372,senora,word,people,produces,señora,woman,woman,
item_373,tia,word,people,produces,tía*,aunt,aunt,
item_374,tio,word,people,produces,tío*,uncle,uncle,
item_375,nombrnin,word,people,produces,(nombre del niño/a),child's own name,child's own name,
item_376,aver,word,games_routines,produces,a ver...,,let's see,
item_377,acerrin,word,games_routines,produces,acerrín,kid's song,sawdust (game),
item_378,adiosbye,word,games_routines,produces,adíos/byebye,bye,bye bye,
item_379,ahitevoy,word,games_routines,produces,ahí te voy,,I'm going there,
item_380,alagapat,word,games_routines,produces,al agua patos...,,ducks to water,
item_381,besitos,word,games_routines,produces,besitos,kiss,little kisses,
item_382,bravo,word,games_routines,produces,bravo,,brave,
item_383,buennoch,word,games_routines,produces,buenas noches,good night,good night,
item_384,buendias,word,games_routines,produces,buenos días,good morning,good day,
item_385,cosqlits,word,games_routines,produces,cosquillitas,tickle,tickles,
item_386,gracias,word,games_routines,produces,gracias,thank you,thank you,
item_387,hola,word,games_routines,produces,hola,hi,hi,
item_388,manosarb,word,games_routines,produces,manos arriba,hands up,hands up,
item_389,ojitos,word,games_routines,produces,ojitos,look at me,eyes,
item_390,okay,word,games_routines,produces,okay,,okay,
item_391,ponetata,word,games_routines,produces,pon pon tata,,Pon pon tata (song),
item_392,porfavor,word,games_routines,produces,por favor,please,please,
item_393,salud,word,games_routines,produces,salud,bless you,bless you,
item_394,shhh,word,games_routines,produces,shhh,shh,shhh,
item_395,siesta,word,games_routines,produces,siesta,,nap,
item_396,tevypagr,word,games_routines,produces,te voy a pegar...,,I'm going to hit you,
item_397,tengmant,word,games_routines,produces,tengo manita,have hands,I have a little hand (song),
item_398,tortlita,word,games_routines,produces,tortillitas,pattycake,Tortillitas for Mommy (song),
item_399,unodstrs,word,games_routines,produces,uno dos tres...,one two three,one two three,
item_400,vamonos,word,games_routines,produces,vámonos,,let's go,
item_401,abrir,word,action_words,produces,abrir,open (action),to open,
item_402,acabarse,word,action_words,produces,acabar,finish,to finish,
item_403,acompnar,word,action_words,produces,acompañar,,to join,
item_404,acostar,word,action_words,produces,acostar(se),,lay down,
item_405,agarrar,word,action_words,produces,agarrar,,to grab,
item_406,almorzar,word,action_words,produces,almorzar,,to launch,
item_407,amararse,word,action_words,produces,amarrar(se),,to tie up,
item_408,andar,word,action_words,produces,andar,,walk,
item_409,apagar,word,action_words,produces,apagar,turn off,to turn off,
item_410,apurar,word,action_words,produces,apurar(se),hurry,hurry,
item_411,arreglar,word,action_words,produces,arreglar(se),,to fix,
item_412,asustar,word,action_words,produces,asustar(se),,to frighten,
item_413,aventar,word,action_words,produces,aventar,throw,to blow,
item_414,ayudar,word,action_words,produces,ayudar,help,to help,
item_415,bailar,word,action_words,produces,bailar,dance,to dance,
item_416,bajarse,word,action_words,produces,bajar(se),,to come down,
item_417,barrer,word,action_words,produces,barrer,,to sweep,
item_418,besar,word,action_words,produces,besar,,to kiss,
item_419,brincar,word,action_words,produces,brincar,jump,to hop,
item_420,buscar,word,action_words,produces,buscar,,search for,
item_421,caber,word,action_words,produces,caber,,to fit,
item_422,caer,word,action_words,produces,caer(se),fall,to fall,
item_423,callarse,word,action_words,produces,callar(se),,shut up,
item_424,caminar,word,action_words,produces,caminar,walk,walk,
item_425,cantar,word,action_words,produces,cantar,sing,to sing,
item_426,cargar,word,action_words,produces,cargar,,to load,
item_427,cenar,word,action_words,produces,cenar,eat dinner,to have dinner,
item_428,cerrar,word,action_words,produces,cerrar,close,to close,
item_429,cocinar,word,action_words,produces,cocinar,,to cook,
item_430,comer,word,action_words,produces,comer(se),eat,to eat,
item_431,comprar,word,action_words,produces,comprar,,to purchase,
item_432,correr,word,action_words,produces,correr,run,run,
item_433,cortar,word,action_words,produces,cortar,,to cut,
item_434,dar,word,action_words,produces,dar,give,to give,
item_435,decir,word,action_words,produces,decir,say,to say,
item_436,desyunar,word,action_words,produces,desayunar,eat breakfast,to have breakfast,
item_437,dibujar,word,action_words,produces,dibujar,draw,to draw,
item_438,doler,word,action_words,produces,doler,hurt (action),hurt,
item_439,dormir,word,action_words,produces,dormir(se),sleep,to sleep,
item_440,empujar,word,action_words,produces,empujar,push,push,
item_441,encontra,word,action_words,produces,encontrar,,to find,
item_442,ensenar,word,action_words,produces,enseñar,show,to teach,
item_443,entrar,word,action_words,produces,entrar,,to enter,
item_444,equvcar,word,action_words,produces,equivocar(se),,to make a mistake,
item_445,esconder,word,action_words,produces,esconder(se),,to hide,
item_446,escribir,word,action_words,produces,escribir,write,to write,
item_447,escuchar,word,action_words,produces,escuchar,,to listen,
item_448,esperar,word,action_words,produces,esperar(se),wait,to expect,
item_449,ganar,word,action_words,produces,ganar,,to win,
item_450,gritar,word,action_words,produces,gritar,,shout,
item_451,gustar,word,action_words,produces,gustar,,to like,
item_452,hacer,word,action_words,produces,hacer,,to do,
item_453,ir,word,action_words,produces,ir(se),go,go to,
item_454,jalar,word,action_words,produces,jalar,,pull,
item_455,jugar,word,action_words,produces,jugar,play,to play,
item_456,juntar,word,action_words,produces,juntar,,put together,
item_457,lastimar,word,action_words,produces,lastimar(se),,to hurt,
item_458,lavar,word,action_words,produces,lavar(se),wash,wash,
item_459,leer,word,action_words,produces,leer,read,read,
item_460,levntar,word,action_words,produces,levantar(se),,lift,
item_461,llevar,word,action_words,produces,llevar(se),take,carry,
item_462,llorar,word,action_words,produces,llorar,cry,mourn,
item_463,llover,word,action_words,produces,llover,,to rain,
item_464,meterse,word,action_words,produces,meter(se),put,get into,
item_465,mirar,word,action_words,produces,mirar,look,to see,
item_466,morder,word,action_words,produces,morder,bite,to bite,
item_467,nadar,word,action_words,produces,nadar,,to swim,
item_468,oir,word,action_words,produces,oír,,hear,
item_469,parar,word,action_words,produces,parar(se),stop,to stop,
item_470,patear,word,action_words,produces,patear,,to kick,
item_471,patinar,word,action_words,produces,patinar,,to skate,
item_472,pegar,word,action_words,produces,pegar(se),hit,to hit,
item_473,peinarse,word,action_words,produces,peinar(se),comb (action),to comb,
item_474,pensar,word,action_words,produces,pensar,,to think,
item_475,perder,word,action_words,produces,perder,,to waste,
item_476,pintar,word,action_words,produces,pintar,paint (action),to paint,
item_477,platicar,word,action_words,produces,platicar,,talk,
item_478,poder,word,action_words,produces,poder,can (auxiliary),be able to,
item_479,poner,word,action_words,produces,poner(se),put,put on,
item_480,prender,word,action_words,produces,prender,turn on,switch on,
item_481,quedar,word,action_words,produces,quedar(se),,stay,
item_482,quemar,word,action_words,produces,quemar(se),,burn down,
item_483,querer,word,action_words,produces,querer,wanna,want to,
item_484,quitarse,word,action_words,produces,quitar(se),,take off,
